,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving BandWidth(UL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL Modulation0,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
353,2022-08-11 20:36:34.100000,-99.243706,40.674595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-109.26,-13.09,-76.98,,15.83,21.75,2.31,6.0,3.0,,,,,,TM4,1.0,,,,11.18,,,16QAM,,11.12,,,,,,5.88,,,,,,11.12,,,,5.88,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.411,1440.0,25704.0
354,2022-08-11 20:36:34.200000,-99.24366,40.674591,,,,,,,,,,,1.0,28.0,254.0,28.0,3.0,45.0,309.0,27.0,4.0,19.0,285.0,23.0,10.0,3.0,144.0,32.0,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-106.49,-11.98,-75.39,22.06,,21.31,2.07,5.5,6.0,,,,,,TM4,1.0,,,,9.12,,,QPSK,,13.0,,,,,,9.09,,,,,,13.0,,,,9.09,,,,,0.016,,0.015,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2022-08-11 20:36:34.300000,-99.243614,40.674583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-107.17,-12.72,-76.88,,,20.62,1.05,,,1.0,100.0,0.0,0.0,0.0,TM4,,,3.55,2.13,12.62,QPSK,QPSK,16QAM,5.36,11.36,,,,,0.0,10.53,,,,,5.36,11.3,,,0.0,10.53,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2022-08-11 20:36:34.400000,-99.243561,40.67458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-108.85,-12.75,-77.33,21.74,,21.43,2.53,8.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,,,13.16,,,16QAM,,10.73,,,,,,11.11,,,,,,10.73,,,,11.11,,,,,,0.263,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2022-08-11 20:36:34.500000,-99.243515,40.674572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-109.94,-13.64,-79.21,22.26,,21.69,-1.97,6.0,0.0,,,,,,TM4,0.0,,,,7.06,,,QPSK,,9.87,,,,,,15.38,,,,,,9.84,,,,15.38,,,,,0.042,,0.041,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2022-08-11 20:36:34.600000,-99.243469,40.674568,-99.24347,40.67457,20:36:34,96.0,145.0,145.0,40.07,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-113.98,-16.57,-80.13,22.7,,21.54,-4.59,4.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,7.0,2.67,6.57,QPSK,QPSK,QPSK,7.47,7.25,,,,,19.05,20.59,,,,,7.47,7.25,,,19.05,20.59,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,1.348,2080.0,84252.0
359,2022-08-11 20:36:34.700000,-99.243423,40.674564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-117.58,-16.72,-80.23,,,22.65,-4.22,5.0,0.0,,,,,,TM4,2.0,,,,3.44,,,QPSK,,4.94,,,,,,0.0,,,,,,4.94,,,,0.0,,,,,0.016,,0.015,0.378,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2022-08-11 20:36:34.800000,-99.24337,40.674561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-119.02,-17.14,-79.99,,,22.81,-4.45,4.0,0.0,,,,,,TM4,2.0,,,,4.88,,,QPSK,,6.32,,,,,,16.67,,,,,,6.32,,,,16.67,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2022-08-11 20:36:34.900000,-99.243324,40.674557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-114.13,-14.43,-78.84,22.76,,22.04,-0.08,8.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,2.67,,9.11,QPSK,,QPSK,6.71,8.47,,,,,14.29,0.0,,,,,6.71,8.47,,,14.29,0.0,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2022-08-11 20:36:35.000000,-99.243279,40.674553,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,282.0,Band 66,66586.0,132122.0,10.0,10.0,-112.28,-12.89,-78.86,21.92,,21.56,1.15,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,2x4,,,14.4,,,16QAM,,9.11,0.76,0.76,0.48,4.77,,13.51,0.176,1.242,0.174,1.102,,9.11,1.11,4.77,,13.51,0.259,1.242,0.248,1.102,0.013,,0.013,,50728.0,NonCA,NonCA,Band 66,10.0,,,,,,,,,,,,,,,,,,,,2x4,,,,0.13,0.12,0.05,,0.041,0.038,,,,,,,,,,,,,,,,,,,,2x2,,,,0.22,0.22,0.0,,0.043,0.036,,,,
363,2022-08-11 20:36:35.100000,-99.243225,40.674549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-111.05,-12.68,-78.98,,,20.98,4.81,10.0,0.0,,,,,,TM4,2.0,,,,13.13,,,16QAM,,10.55,,,,,,5.71,,,,,,10.58,,,,5.71,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.611,1040.0,38262.0
364,2022-08-11 20:36:35.200000,-99.243179,40.674545,,,,,,,,,,,1.0,28.0,254.0,28.0,3.0,45.0,309.0,29.0,4.0,19.0,285.0,29.0,10.0,3.0,144.0,25.0,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-108.62,-11.93,-78.36,21.88,,20.77,4.86,10.0,0.0,,,,,,TM4,2.0,,8.81,,15.0,QPSK,,16QAM,5.63,10.27,,,,,0.0,4.55,,,,,5.63,10.29,,,0.0,4.55,,,,,0.047,,0.046,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2022-08-11 20:36:35.300000,-99.243134,40.674541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-107.08,-12.0,-77.13,21.75,,20.69,4.25,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,16.06,,,16QAM,,10.0,,,,,,11.11,,,,,,10.04,,,,11.11,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2022-08-11 20:36:35.400000,-99.243088,40.674538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-105.63,-12.53,-76.1,21.82,11.78,20.81,3.92,8.67,2.0,2.0,0.0,100.0,0.0,0.0,TM4,2.0,,,,14.97,,,16QAM,,10.56,,,,,,6.76,,,,,,10.57,,,,6.76,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2022-08-11 20:36:35.500000,-99.243034,40.674534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-104.88,-12.33,-75.35,21.7,,19.77,5.49,10.0,0.0,,,,,,TM4,2.0,,11.35,5.67,16.85,16QAM,QPSK,16QAM,5.25,11.54,,,,,0.0,8.57,,,,,5.25,11.57,,,0.0,8.57,,,,,0.073,,0.072,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2022-08-11 20:36:35.600000,-99.242989,40.67453,-99.24299,40.67453,20:36:35,96.0,145.0,145.0,40.77,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-104.74,-11.76,-75.92,21.48,,20.68,6.98,8.5,6.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,17.65,,,16QAM,,10.96,,,,,,12.73,,,,,,10.95,,,,12.73,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,0.296,3904.0,18482.0
369,2022-08-11 20:36:35.700000,-99.242943,40.674526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-104.53,-12.89,-74.66,21.68,,21.3,2.16,7.5,3.0,2.0,0.0,100.0,0.0,0.0,TM4,2.0,,,,14.74,,,16QAM,,10.07,,,,,,12.28,,,,,,10.1,,,,12.28,,,,,,,,1.017,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2022-08-11 20:36:35.800000,-99.242897,40.674519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-103.68,-12.95,-73.75,21.94,,18.48,2.27,7.25,3.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,10.64,3.71,12.94,16QAM,QPSK,16QAM,7.0,12.35,,,,,3.33,5.56,,,,,7.0,12.35,,,3.33,5.56,,,,,0.154,0.861,0.152,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2022-08-11 20:36:35.900000,-99.242851,40.674515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-104.45,-13.31,-74.14,,8.6,14.98,4.1,7.33,6.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,9.25,6.57,14.53,16QAM,QPSK,16QAM,21.59,5.88,,,,,3.23,10.0,,,,,39.82,5.83,,,7.81,10.0,,,,,,,,,50728.0,3CA,NonCA,Band 66+Band 66+Band 13,,282.0,Band 66,66761.0,132297.0,5.0,5.0,-102.95,-12.22,-76.48,8.4,7.33,10.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,12.0,16QAM,10.17,,,,6.25,,,282.0,Band 13,5230.0,23230.0,10.0,10.0,-106.34,-12.52,-76.84,2.45,7.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,11.63,16QAM,12.29,,,,17.65,,,,,,
372,2022-08-11 20:36:36.000000,-99.242805,40.674511,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,282.0,Band 66,66586.0,132122.0,10.0,10.0,-104.48,-12.66,-74.83,,,16.31,-0.29,7.0,2.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,2x4,,,16.17,,,16QAM,,3.0,0.1,0.1,0.03,0.47,,,0.008,0.008,0.008,0.006,,3.0,0.11,0.47,,,0.008,0.008,0.008,0.006,0.625,,0.623,,50728.0,3CA,NonCA,Band 66+Band 66+Band 13,50.0,282.0,Band 66,66761.0,132297.0,5.0,5.0,-102.81,-11.59,-77.07,3.89,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,282.0,Band 13,5230.0,23230.0,10.0,10.0,-108.13,-13.82,-77.33,1.43,,,,,,,,,,,,,,,,,,,,,,,
373,2022-08-11 20:36:36.100000,-99.242752,40.674507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-110.8,-15.69,-78.05,,,18.08,-4.29,4.0,4.0,,,,,,TM4,0.0,,3.17,5.0,,QPSK,QPSK,,4.0,,,,,,0.0,,,,,,5.0,,,,0.0,,,,,,,,,,50728.0,3CA,,Band 66+Band 66+Band 13,,282.0,Band 66,66761.0,132297.0,5.0,5.0,-108.41,-13.84,-80.59,-0.75,,,,,,,,,,,4.0,QPSK,1.0,,,,0.0,,,282.0,Band 13,5230.0,23230.0,10.0,10.0,-108.31,-14.31,-76.85,2.4,,,,,,,,,,,,,,,,,,,,0.376,0.067,23494.0,4201.0
374,2022-08-11 20:36:36.200000,-99.242706,40.6745,,,,,,,,,,,1.0,28.0,254.0,28.0,3.0,45.0,309.0,27.0,4.0,19.0,285.0,25.0,10.0,3.0,144.0,25.0,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-116.36,-18.24,-79.52,,,17.0,-6.79,2.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,50728.0,2CA,,Band 66+Band 66,,282.0,Band 66,66761.0,132297.0,5.0,5.0,-113.92,-15.75,-83.73,-2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2022-08-11 20:36:36.300000,-99.242661,40.674496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-119.74,-21.54,-79.74,,,21.0,-3.55,1.0,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,14.29,,,,,,,,,,14.29,,,,,,,,,50728.0,2CA,,Band 66+Band 66,,282.0,Band 66,66761.0,132297.0,5.0,5.0,-115.26,-16.47,-83.15,-1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2022-08-11 20:36:36.400000,-99.242615,40.674492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-113.69,-19.25,-77.45,,,21.9,1.77,5.0,0.0,,,,,,TM4,3.0,,0.0,,14.0,QPSK,,16QAM,3.0,3.0,,,,,0.0,,,,,,3.0,3.0,,,0.0,,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2022-08-11 20:36:36.500000,-99.242569,40.674484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-108.78,-14.11,-77.66,,,17.0,2.21,8.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,50728.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2022-08-11 20:36:36.600000,-99.242523,40.67448,-99.24252,40.67448,20:36:36,97.0,145.0,145.0,40.07,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-108.19,-14.63,-76.58,21.92,,15.0,-0.7,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50728.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2022-08-11 20:36:36.700000,-99.242523,40.67448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-108.16,-15.22,-75.94,,,13.0,-0.05,6.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50728.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Count,380.0,380.0,33.0,33.0,33,33.0,33.0,33.0,32.0,33.0,33.0,,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,"LTE: 19 (55.9%)
LTE(2CA): 3 (8.8%)
LTE(3CA): 9 (26.5%)
LTE(5CA): 3 (8.8%)",52,52,1.0,33,315.0,315,315.0,315.0,315.0,315.0,315.0,315.0,315.0,233.0,37.0,317.0,315.0,273.0,273.0,176.0,176.0,176.0,176.0,176.0,310,273.0,31,162.0,26.0,279.0,163,26,279,163.0,279.0,33.0,33.0,33.0,33.0,163.0,283.0,33.0,33.0,33.0,33.0,163.0,279.0,33.0,33.0,163.0,283.0,33.0,33.0,33.0,33.0,136.0,22.0,130.0,42.0,282.0,"Count: 315
2CA: 19 (6.0%)
3CA: 23 (7.3%)
5CA: 5 (1.6%)
NonCA: 268 (85.1%)
CA Avg=1.270","Count: 279
NonCA: 279 (100.0%)
CA Avg=1.000",315,34.0,36.0,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11,11.0,3,9.0,9,9.0,6.0,6.0,6.0,9.0,6.0,6.0,34.0,34,34.0,34.0,34.0,32.0,34.0,34.0,34.0,34.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11,11.0,2,4.0,4,4.0,3.0,3.0,3.0,4.0,3.0,3.0,65.0,65.0,65.0,65.0
381,Minimum,-99.257607,40.67448,-99.25761,40.67448,,96.0,136.0,136.0,37.56,1.0,2.0,,1.0,28.0,254.0,27.0,3.0,45.0,309.0,26.0,4.0,19.0,285.0,17.0,10.0,3.0,144.0,22.0,,,,,,140.0,,66586.0,132122.0,5.0,5.0,-122.6,-30.0,-82.22,19.35,1.98,-1.5,-10.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.8,,,,2.0,1.75,0.05,0.05,0.0,0.17,0.0,0.0,0.004,0.005,0.0,0.004,2.0,1.75,0.05,0.17,0.0,0.0,0.004,0.005,0.0,0.004,0.0,0.001,0.0,0.0,50728.0,,,,0.0,140.0,,2561.0,20561.0,5.0,5.0,-126.44,-26.88,-83.73,-8.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,4.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,,775.0,18775.0,5.0,5.0,-118.24,-21.58,-83.02,-7.38,4.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0,,4.63,,7.42,0.03,0.03,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0
382,Maximum,-99.242523,40.675919,-99.24252,40.67592,,97.0,149.0,149.0,41.74,1.0,2.0,,1.0,28.0,254.0,33.0,3.0,45.0,309.0,32.0,4.0,19.0,285.0,29.0,10.0,3.0,144.0,36.0,,,,,,407.0,,66761.0,132297.0,10.0,10.0,-95.3,-8.2,-66.35,23.0,23.0,23.0,10.37,12.0,8.0,3.0,100.0,100.0,100.0,0.0,,10.0,,14.0,28.0,25.92,,,,33.96,27.85,3.13,3.13,0.48,20.21,100.0,100.0,0.721,7.125,0.572,6.4,39.82,27.81,3.13,20.21,100.0,100.0,0.721,7.125,0.572,6.4,1.157,6.617,1.155,6.967,50728.0,,,,62.5,407.0,,66761.0,132297.0,10.0,10.0,-95.48,-8.39,-70.04,11.78,9.5,10.0,2.0,100.0,100.0,0.0,0.0,,3.0,,14.62,,15.0,0.18,0.18,0.05,100.0,0.046,0.046,407.0,,66761.0,132297.0,10.0,10.0,-101.5,-9.6,-71.69,5.37,8.0,0.0,1.0,100.0,0.0,0.0,0.0,,2.0,,11.63,,15.0,0.22,0.22,0.0,17.65,0.043,0.036,0.517,7.867,32364.0,492660.0
