,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
0,2022-08-10 19:49:29.000000,-107.783112,41.71571,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.33,0.33,,,,0.03,,0.03,,,,0.33,,,,0.03,,0.03,,,,,,,,,,,,,
1,2022-08-10 19:49:29.550327,-107.783112,41.71571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-08-10 19:49:29.600000,-107.783112,41.71571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-10 19:49:29.900000,-107.783112,41.71571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,Band 66,67086.0,132622.0,10.0,10.0,-101.21,-12.94,-70.56,,,-17.98,3.9,11.44,11.11,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,3.0,1.5,,QPSK,QPSK,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.0,,0.0,,,NonCA,,Band 66,0.0,0.002,0.0,103.0
4,2022-08-10 19:49:30.000000,-107.783112,41.71571,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.0,0.15,,,0.0,0.012,0.0,0.012,,,0.01,0.15,,,0.0,0.012,0.0,0.012,,,,,,,,,,,,
5,2022-08-10 19:49:30.200000,-107.783112,41.71571,-107.78311,41.71571,18:49:30,73.0,154.0,154.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2022-08-10 19:49:30.300000,-107.783058,41.715721,,,,,,,,,,,1.0,44.0,275.0,24.0,3.0,30.0,310.0,34.0,4.0,10.0,263.0,31.0,10.0,18.0,126.0,36.0,,,,,,189.0,Band 66,67086.0,132622.0,10.0,10.0,-102.58,-14.17,-69.56,,,-11.88,4.13,11.44,11.78,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,4.6,,,QPSK,,11.67,,,,,,0.0,,,,,,11.67,,,,0.0,,,,,,,,,,NonCA,NonCA,Band 66,,,,
7,2022-08-10 19:49:30.400000,-107.783012,41.715733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
8,2022-08-10 19:49:30.500000,-107.782959,41.715748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,Band 66,67086.0,132622.0,10.0,10.0,-103.54,-11.94,-73.94,21.21,3.73,-19.98,5.3,11.29,9.86,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,2.0,,,QPSK,,,3.0,,,,,,0.0,0.0,,,,,3.0,,,,0.0,0.0,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,
9,2022-08-10 19:49:30.700000,-107.78286,41.715771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,Band 66,67086.0,132622.0,10.0,10.0,-101.16,-12.98,-70.81,,,-9.13,3.78,10.5,5.9,2.0,30.0,70.0,0.0,0.0,TM4,13.0,,2.0,,,QPSK,,,3.0,,,,,,0.0,0.0,,,,,3.0,,,,0.0,0.0,,,,,,,,0.001,,NonCA,,Band 66,,,,
