,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,40.595261,-82.590103,,,1660496890.0
1,,,,,,,,,,,,,,,,,,,,,,,,,40.595261,-82.590103,,,1660496890.140134
2,,,,,,,,,,,,,,,,,,,,,,,,,40.595261,-82.590103,0.0,0.0,1660496890.3
3,,,,,,,,,,,,,,,,,,,,,,,,,40.595261,-82.590103,,,1660496890.5
4,,,,,,,,,,,,,,,,1100.0,399.0,-89.25,,,,,,,40.595337,-82.59005,0.0,0.0,1660496890.8
5,,,,,,,,,,,,,,,,,,,,,,,,,40.595459,-82.589958,0.0,0.0,1660496891.3
6,,,,,,,,,,,,,,,,,,,,,,,,,40.595509,-82.58992,,,1660496891.5
7,,,,,,,,,,,,,,,,,,,,,,,,,40.595581,-82.589859,0.0,0.0,1660496891.8
8,,,,,,,,,,,,,,,,,,,,,,,,,40.595627,-82.589828,,,1660496892.0
9,,,,,,,,,,,,,,,,1100.0,399.0,-93.13,,,,,,,40.595676,-82.58979,,,1660496892.2
10,,,,,,,,,,,,,,,,,,,,,,,,,40.595699,-82.589767,0.0,0.0,1660496892.3
11,,,,,,,,,,,,,,,,,,,,,,,,,40.595749,-82.589729,,,1660496892.5
12,,,,,,,,,,,,,,,,,,,,,,,,,40.595821,-82.589668,0.0,0.0,1660496892.8
