,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.002,,,,,,,,,,41.244781,-105.601479,,,1660188909.0
1,,,,,,,,,,,,,,,,852.0,418.0,-118.56,,,,,,,41.244781,-105.601479,,,1660188909.2
2,,,,,,,,,,,,,,,,,,,,,,,,,41.244781,-105.601479,,,1660188909.268676
3,0.0,4.0,0.085,631.35,450.0,-101.78,,,,,,,,,,,,,,,,,,,41.244781,-105.601479,0.0,0.0,1660188909.4
4,,,,,,,,,,,,,,,,852.0,418.0,-120.81,,,,,,,41.244755,-105.601479,,,1660188909.5
5,,,0.0,631.35,450.0,-102.28,,,,,,,,,,,,,,,,,,,41.244701,-105.601471,,,1660188909.7
6,,,0.0,631.35,450.0,-102.66,,,,,,,,,,852.0,418.0,-119.94,,,,,,,41.244675,-105.601471,,,1660188909.8
7,,,,,,,,,,,,,,eventA3,,,,,,,,,,,41.244652,-105.601471,,,1660188909.887593
8,,,,,,,,,,,,,,eventA2,,,,,,,,,,,41.244652,-105.601471,,,1660188909.888182
9,0.0,4.0,0.011,631.35,450.0,-103.88,,,,,,,,,,852.0,418.0,-120.43,,0.0,,,,,41.244652,-105.601471,0.0,0.0,1660188909.9
10,,,,,,,,,,,,,,Handover Attempt,,,,,,,,,,,41.244629,-105.601471,,,1660188909.979214
11,0.0,0.0,0.007,631.35,450.0,-104.15,,,,,,,,,0.052,852.0,348.0,-114.44,,,,,,,41.244625,-105.601471,,,1660188910.0
12,,,,,,,,,,,,,,Handover Success,,,,,,,,,,,41.244617,-105.601471,,,1660188910.018397
13,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,41.244617,-105.601471,,,1660188910.020316
14,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,41.244617,-105.601471,,,1660188910.023777
15,,,,,,,,,,,,,,Received RAR[True],,,,,,,,,,,41.244617,-105.601471,,,1660188910.024679
16,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,41.244617,-105.601471,,,1660188910.024736
17,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,41.244617,-105.601471,,,1660188910.025766
18,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,41.244614,-105.601471,,,1660188910.04429
19,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,41.244614,-105.601471,,,1660188910.04429
20,,,,,,,,,,,,,,PRACH: Msg4,,,,,,,,,,,41.244614,-105.601471,,,1660188910.04429
21,,,,,,,,,,,,,,PRACH: Msg4[Pass]			,,,,,,,,,,,41.244614,-105.601471,,,1660188910.04429
22,,,,,,,,,,,,,,PRACH: Msg5,,,,,,,,,,,41.24461,-105.601471,,,1660188910.055539
23,,,,,,,,,,,,,,,,,,,,,,,,,41.24461,-105.601471,,,1660188910.055713
24,0.0,12.0,0.037,631.35,450.0,-105.11,,,,,,,,,,852.0,348.0,-113.84,6.39,0.0,,,,,41.244598,-105.601471,,,1660188910.1
25,0.0,12.17,0.055,,,,,,,,,,,,,852.0,348.0,-113.31,2.71,0.0,,,,,41.244572,-105.601463,,,1660188910.2
26,0.0,13.0,0.055,631.35,450.0,-105.84,,,,,,,,,,852.0,348.0,-113.65,,0.0,,,,,41.244545,-105.601463,,,1660188910.3
