,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,43.018559,-78.186989,,,1660536650.0
1,,,,,,,,,,,,,,,,,,,,,,,,,43.018559,-78.186989,,,1660536650.044439
2,,,,,,,,,,,,,,,,675.0,442.0,-81.94,,,,,,,43.018559,-78.186989,,,1660536650.1
3,,,,632.55,200.0,-78.5,,,,,,,,,,675.0,442.0,-81.44,,,,,,,43.018559,-78.186989,,,1660536650.2
4,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,43.018559,-78.186989,,,1660536650.3
5,,,,632.55,200.0,-78.4,,,,,,,,,,,,,,,,,,,43.018559,-78.186989,0.0,0.0,1660536650.4
6,,,,,,,,,,,,,,,,,,,,,,,,,43.018559,-78.186989,,,1660536650.4
7,0.0,4.0,0.256,632.55,200.0,-78.01,,,,,,,,,,675.0,442.0,-80.31,,,,,,,43.018562,-78.186951,,,1660536650.5
8,0.0,4.0,0.256,632.55,200.0,-77.0,,,,,,,,,,,,,,,,,,,43.018574,-78.186821,,,1660536650.8
9,0.0,21.0,0.024,,,,,,,,,,,,,675.0,442.0,-76.75,,,,,,,43.018578,-78.186783,0.0,0.0,1660536650.9
10,,,,,,,,,,,,,,,,,,,,,,,,,43.018585,-78.186745,,,1660536651.0
11,0.0,12.5,0.124,,,,,,,,,,,,,,,,,,,,,,43.018589,-78.186699,,,1660536651.1
12,,,,632.55,200.0,-74.02,,,,,,,,,,675.0,442.0,-78.13,,,,,,,43.018593,-78.186661,,,1660536651.2
13,,,,,,,,,,,,,,,,,,,,,,,,,43.0186,-78.186577,0.0,0.0,1660536651.4
14,,,,,,,,,,,,,,,,675.0,442.0,-71.19,,,,,,,43.018604,-78.186539,,,1660536651.5
15,,,,632.55,200.0,-71.83,,,,,,,,,,,,,,,,,,,43.018608,-78.186455,,,1660536651.7
16,0.0,4.0,0.256,632.55,200.0,-69.73,,,,,,,,,,675.0,442.0,-69.22,,,,,,,43.018608,-78.186417,,,1660536651.8
17,,,,,,,,,,,,,,,,675.0,442.0,-67.11,,,,,,,43.018608,-78.186371,80.0,0.001,1660536651.9
18,,,,,,,,,,,,,,,0.007,675.0,442.0,-66.63,,,,,,,43.018612,-78.186333,,,1660536652.0
19,0.0,4.0,0.256,632.55,200.0,-69.16,,,,,,,,,,,,,,,,,,,43.018612,-78.186295,,,1660536652.1
20,,,,,,,,,,,,,,,,,,,,,,,,,43.018616,-78.186256,,,1660536652.2
21,0.0,4.0,0.256,632.55,200.0,-71.27,,,,,,,,,,,,,,,,,,,43.01862,-78.186172,60.0,0.001,1660536652.4
22,,,,,,,,,,,,,,,,675.0,442.0,-66.44,,,,,,,43.018623,-78.186134,,,1660536652.5
23,0.0,12.5,0.207,,,,,,,,,,,,,675.0,442.0,-65.94,,,,,,,43.018627,-78.18605,,,1660536652.7
24,0.0,21.0,0.804,632.55,200.0,-70.57,,,,,,,,,,675.0,442.0,-65.29,,,,,,,43.018631,-78.186012,,,1660536652.8
25,0.0,21.0,0.101,632.55,200.0,-70.45,,,,,,,,,,675.0,442.0,-66.18,,25.0,,,,,43.018635,-78.185974,635.0,0.01,1660536652.9
26,0.0,21.0,0.402,,,,,,,,,,,,0.331,675.0,442.0,-66.84,26.33,,,,,,43.018639,-78.185928,,,1660536653.0
