,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.003,,,,,,,,,,41.632832,-90.898781,,,1660348475.0
1,,,,,,,,,,,,,,,,676.0,243.0,-112.91,,,,,,,41.632832,-90.898781,0.0,0.0,1660348475.8
2,,,,,,,,,,,,,,,,,,,,,,,,,41.632832,-90.898781,,,1660348475.810227
3,0.0,0.0,0.018,631.35,309.0,-106.27,,,,,,,,,,676.0,243.0,-108.58,22.0,0.0,,,,,41.632832,-90.898781,,,1660348475.9
4,,,,,,,,,,,,,,eventA3,,,,,,,,,,,41.632832,-90.898758,,,1660348475.943325
5,,,,,,,,,,,,,,,0.599,676.0,243.0,-104.11,,,,,,,41.632832,-90.898735,,,1660348476.0
6,,,,,,,,,,,,,,,,676.0,243.0,-105.33,,,,,,,41.632832,-90.898689,,,1660348476.1
7,,,,,,,,,,,,,,eventA3,,,,,,,,,,,41.632832,-90.898689,,,1660348476.105919
8,0.0,0.0,0.013,631.35,309.0,-107.84,,,,,,,,,,676.0,243.0,-106.86,,,,,,,41.632832,-90.898651,,,1660348476.2
9,,,,,,,,,,,,,,eventA3,,,,,,,,,,,41.632832,-90.898621,,,1660348476.261452
10,,,,,,,,,,,,,,,,676.0,243.0,-106.25,,25.0,,,,,41.632832,-90.898605,60.0,0.001,1660348476.3
11,,,,,,,,,,,,,,,,676.0,243.0,-104.17,17.83,42.86,,,,,41.632832,-90.89856,,,1660348476.4
12,,,,631.35,309.0,-107.23,,,,,,,,,,676.0,243.0,-105.48,,,,,,,41.632832,-90.898514,,,1660348476.5
13,0.0,2.0,0.034,,,,,,,,,,,,,676.0,243.0,-107.35,8.24,39.02,,,,,41.632832,-90.898468,,,1660348476.6
14,,,0.0,631.35,309.0,-108.38,,,,,,,,,,676.0,243.0,-106.54,3.75,14.58,,,,,41.632832,-90.89843,,,1660348476.7
15,,,,,,,,,,,,,,,,676.0,243.0,-107.61,9.0,11.9,,,,,41.632832,-90.898384,36743.0,0.588,1660348476.8
16,,,0.0,631.35,309.0,-109.06,,,,,,,,,,676.0,243.0,-106.62,6.67,9.3,,,,,41.632832,-90.898338,,,1660348476.9
17,0.0,0.0,0.002,631.35,309.0,-107.8,,,,,,,,,2.526,676.0,243.0,-102.07,5.59,0.0,,,,,41.632832,-90.898293,,,1660348477.0
18,0.0,0.0,0.009,,,,,,,,,,,,,676.0,243.0,-103.22,7.58,12.0,,,,,41.632832,-90.898254,,,1660348477.1
19,5.68,0.46,1.114,631.35,309.0,-108.77,,,,,,,,,,676.0,243.0,-105.51,2.12,17.31,,,,,41.632832,-90.898209,,,1660348477.2
20,5.05,0.41,1.815,631.35,309.0,-108.05,,,,,,,,,,676.0,243.0,-105.35,0.97,14.0,,,,,41.632832,-90.89817,183550.0,2.937,1660348477.3
21,13.86,0.67,2.05,,,,,,,,,,,,,676.0,243.0,-103.1,1.41,10.0,,,,,41.632832,-90.898125,,,1660348477.4
22,12.64,0.29,1.268,631.35,309.0,-106.87,,,,,,,,,,676.0,243.0,-103.34,2.02,20.0,,,,,41.632832,-90.898079,,,1660348477.5
23,15.38,0.91,1.816,,,,,,,,,,,,,676.0,243.0,-103.07,2.73,3.0,,,,,41.632832,-90.898041,,,1660348477.6
24,9.78,0.65,1.504,631.35,309.0,-105.89,,,,,,,,,,676.0,243.0,-104.2,7.0,21.0,,,,,41.632832,-90.897995,,,1660348477.7
25,8.33,0.89,1.028,631.35,309.0,-105.19,,,,,,,,,,676.0,243.0,-105.42,1.4,11.0,,,,,41.632832,-90.897957,368729.0,5.9,1660348477.8
26,0.0,12.5,0.019,,,,,,,,,,,,,676.0,243.0,-104.33,1.97,20.0,,,,,41.632832,-90.897911,,,1660348477.9
27,0.0,12.33,0.027,631.35,309.0,-104.41,,,,,,,,,2.555,676.0,243.0,-106.19,0.46,21.0,,,,,41.632832,-90.897865,,,1660348478.0
28,0.0,12.0,0.023,631.35,309.0,-104.44,,,,,,,,,,676.0,243.0,-107.34,0.42,13.0,,,,,41.632832,-90.897827,,,1660348478.1
29,25.0,12.0,0.023,,,,,,,,,,,,,676.0,243.0,-103.66,4.01,6.0,,,,,41.632835,-90.897781,,,1660348478.2
30,50.0,8.0,0.008,631.35,309.0,-104.34,,,,,,,,,,676.0,243.0,-104.46,4.32,26.25,,,,,41.632835,-90.897743,199753.0,3.196,1660348478.3
31,50.0,4.33,0.017,,,,,,,,,,,,,676.0,243.0,-107.17,1.8,19.0,,,,,41.632835,-90.897705,,,1660348478.4
32,20.0,1.25,0.022,631.35,309.0,-106.48,,,,,,,,,,676.0,243.0,-106.08,1.7,16.0,,,,,41.632835,-90.897659,,,1660348478.5
33,0.0,1.0,0.014,631.35,309.0,-106.88,,,,,,,,,,676.0,243.0,-105.69,2.32,9.91,,,,,41.632835,-90.897621,,,1660348478.6
34,0.0,8.0,0.015,,,,,,,,,,,,,676.0,243.0,-101.77,5.34,5.0,,,,,41.632839,-90.897575,,,1660348478.7
35,0.0,8.0,0.015,631.35,309.0,-107.03,,,,,,,,,,676.0,243.0,-105.01,3.86,39.0,,,,,41.632839,-90.897537,214547.0,3.433,1660348478.8
36,0.0,9.75,0.035,,,,,,,,,,,,,676.0,243.0,-106.98,1.41,8.0,,,,,41.632839,-90.897491,,,1660348478.9
37,25.0,9.67,0.026,631.35,309.0,-106.12,,,,,,,,,2.56,676.0,243.0,-106.28,0.74,13.0,,,,,41.632839,-90.897446,,,1660348479.0
38,20.0,1.75,0.03,631.35,309.0,-106.27,,,,,,,,,,676.0,243.0,-106.44,2.68,18.75,,,,,41.632843,-90.8974,,,1660348479.1
39,0.0,5.0,0.014,,,,,,,,,,,,,676.0,243.0,-104.61,2.69,25.0,,,,,41.632843,-90.897354,,,1660348479.2
40,0.0,3.67,0.021,631.35,309.0,-106.98,,,,,,,,,,676.0,243.0,-105.68,1.07,15.0,,,,,41.632843,-90.897308,155406.0,2.486,1660348479.3
41,0.0,7.83,0.047,631.35,309.0,-106.34,,,,,,,,,,676.0,243.0,-106.87,0.44,18.0,,,,,41.632843,-90.897263,,,1660348479.4
42,33.33,3.33,0.03,,,,,,,,,,,,,676.0,243.0,-107.94,2.07,32.0,,,,,41.632847,-90.897224,,,1660348479.5
43,0.0,1.71,0.033,631.35,309.0,-106.63,,,,,,,,,,676.0,243.0,-103.73,3.06,2.0,,,,,41.632847,-90.897179,,,1660348479.6
44,0.0,4.0,0.018,,,,,,,,,,,,,676.0,243.0,-105.68,9.3,19.0,,,,,41.632847,-90.897133,,,1660348479.7
45,0.0,8.0,0.024,631.35,309.0,-105.27,,,,,,,,,,676.0,243.0,-106.41,8.71,29.59,,,,,41.632851,-90.897087,123923.0,1.979,1660348479.8
46,0.0,8.67,0.02,631.35,309.0,-104.27,,,,,,,,,,676.0,243.0,-108.07,6.05,21.0,,,,,41.632851,-90.897041,,,1660348479.9
47,25.0,10.67,0.027,,,,,,,,,,,,2.441,676.0,243.0,-107.85,3.37,1.25,,,,,41.632851,-90.896996,,,1660348480.0
48,0.0,8.33,0.023,631.35,309.0,-104.89,,,,,,,,,,676.0,243.0,-108.47,3.61,49.0,,,,,41.632851,-90.896957,,,1660348480.1
49,0.0,8.0,0.021,631.35,309.0,-104.48,,,,,,,,,,676.0,243.0,-102.76,4.92,1.0,,,,,41.632854,-90.896912,,,1660348480.2
50,25.0,7.33,0.021,,,,,,,,,,,,,676.0,243.0,-104.26,6.69,20.0,,,,,41.632854,-90.896866,239615.0,3.842,1660348480.3
51,0.0,5.5,0.033,631.35,309.0,-104.21,,,,,,,,,,676.0,243.0,-107.19,4.31,29.0,,,,,41.632854,-90.89682,,,1660348480.4
52,20.0,7.5,0.028,,,,,,,,,,,,,676.0,243.0,-102.81,1.01,16.25,,,,,41.632854,-90.896782,,,1660348480.5
53,0.0,5.8,0.036,631.35,309.0,-104.3,,,,,,,,,,676.0,243.0,-107.7,0.99,17.0,,,,,41.632854,-90.896736,,,1660348480.6
54,0.0,2.75,0.025,631.35,309.0,-103.88,,,,,,,,,,676.0,243.0,-106.43,2.9,8.0,,,,,41.632858,-90.89669,,,1660348480.7
