,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.042,,,,,,,,,,41.844391,-87.966537,,,1660355915.0
1,0.0,5.0,0.122,,,,,,,,,,,,,1123.0,401.0,-81.72,,,,,,,41.844391,-87.966537,,,1660355915.7
2,,,,,,,,,,,,,,,,,,,,,,,,,41.844391,-87.966537,,,1660355915.743278
3,0.0,7.6,0.125,2638.95,580.0,-69.72,,,,,,,,,,1123.0,401.0,-82.05,,,,,,,41.844391,-87.966537,,,1660355915.8
4,0.0,8.06,0.14,2638.95,580.0,-69.9,,,,,,,,,,1123.0,401.0,-81.95,25.47,0.0,,,,,41.844391,-87.966537,,,1660355915.9
5,0.0,12.5,0.134,,,,,,,,,,,,0.117,1123.0,401.0,-80.16,,,,,,,41.844391,-87.966499,0.0,0.0,1660355916.0
6,0.0,13.0,0.463,,,,,,,,,,,,,1123.0,401.0,-80.25,25.62,3.03,,,,,41.844391,-87.966461,,,1660355916.1
7,7.69,12.33,0.112,2638.95,580.0,-69.93,,,,,,,,,,1123.0,401.0,-80.12,,33.33,,,,,41.844395,-87.966415,,,1660355916.2
8,0.0,13.0,0.133,2638.95,580.0,-69.52,,,,,,,,,,1123.0,401.0,-80.03,,,,,,,41.844395,-87.966377,,,1660355916.3
9,0.0,13.55,0.257,,,,,,,,,,,,,1123.0,401.0,-79.47,,,,,,,41.844395,-87.966339,,,1660355916.4
10,0.0,13.0,0.095,2638.95,580.0,-68.93,,,,,,,,,,1123.0,401.0,-81.35,26.0,,,,,,41.844395,-87.966301,1362.0,0.022,1660355916.5
11,0.0,13.0,0.099,,,,,,,,,,,,,1123.0,401.0,-80.56,,0.0,,,,,41.844395,-87.966263,,,1660355916.6
12,0.0,13.0,0.11,2638.95,580.0,-68.67,,,,,,,,,,,,,,,,,,,41.844398,-87.966217,,,1660355916.7
13,15.0,13.0,0.121,2638.95,580.0,-69.36,,,,,,,,,,,,,,,,,,,41.844398,-87.966179,,,1660355916.8
14,28.57,13.0,0.105,,,,,,,,,,,,,,,,,,,,,,41.844398,-87.966141,,,1660355916.9
15,11.76,12.4,0.139,2638.95,580.0,-83.66,,,,,,,,,,,,,,,,,,,41.844398,-87.966095,0.0,0.0,1660355917.0
16,0.0,13.0,0.133,,,,,,,,,,,,,1123.0,401.0,-77.13,,,,,,,41.844398,-87.966049,,,1660355917.1
17,6.67,13.0,0.132,2638.95,580.0,-80.73,,,,,,,,,,,,,,,,,,,41.844398,-87.966011,,,1660355917.2
18,0.0,13.0,0.13,2638.95,580.0,-80.59,,,,,,,,,,,,,,,,,,,41.844398,-87.965965,,,1660355917.3
19,0.0,13.0,0.111,,,,,,,,,,,,,,,,,,,,,,41.844398,-87.965919,,,1660355917.4
20,0.0,13.0,0.107,2638.95,580.0,-80.36,,,,,,,,,,1123.0,401.0,-76.75,,,,,,,41.844398,-87.965874,0.0,0.0,1660355917.5
21,0.0,13.0,0.15,,,,,,,,,,,,,,,,,,,,,,41.844398,-87.965828,,,1660355917.6
22,0.0,13.0,0.134,2638.95,580.0,-79.4,,,,,,,,,,,,,,,,,,,41.844398,-87.96579,,,1660355917.7
23,0.0,13.0,0.134,2638.95,580.0,-69.58,,,,,,,,,,1123.0,401.0,-78.75,,,,,,,41.844398,-87.965744,,,1660355917.8
24,0.0,13.0,0.123,,,,,,,,,,,,,,,,,,,,,,41.844398,-87.965698,,,1660355917.9
25,7.14,13.0,0.122,2638.95,580.0,-69.83,,,,,,,,,,,,,,,,,,,41.844398,-87.965652,0.0,0.0,1660355918.0
