,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,41.358978,-105.761124,,,1660186148.922487
1,,,0.0,,,,,,,,,,,,0.015,852.0,219.0,-100.31,,,,,,,41.358978,-105.761124,,,1660186149.0
2,,,,,,,,,,,,,,,,,,,,,,,,,41.358978,-105.761124,0.0,0.0,1660186149.1
3,0.0,4.0,0.051,631.35,30.0,-108.5,,,,,,,,,,852.0,219.0,-100.44,,,,,,,41.358978,-105.761124,,,1660186149.2
4,,,,,,,,,,,,,,,,,,,,,,,,,41.358978,-105.761124,,,1660186149.4
5,,,0.0,631.35,30.0,-107.46,,,,,,,,,,,,,,,,,,,41.358978,-105.761124,0.0,0.0,1660186149.6
6,0.0,4.0,0.064,631.35,30.0,-106.69,,,,,,,,,,,,,,,,,,,41.358978,-105.761124,,,1660186149.7
7,,,0.0,631.35,30.0,-106.28,,,,,,,,,,852.0,219.0,-99.84,,,,,,,41.358967,-105.761078,,,1660186149.8
8,,,,,,,,,,,,,,,,852.0,219.0,-99.44,14.2,6.25,,,,,41.358955,-105.76104,,,1660186149.9
9,,,0.0,631.35,30.0,-106.05,,,,,,,,,0.048,852.0,219.0,-99.42,,,,,,,41.358948,-105.760994,,,1660186150.0
10,,,,,,,,,,,,,,,,852.0,219.0,-99.7,15.56,0.0,,,,,41.358936,-105.760948,2913.0,0.047,1660186150.1
11,0.0,4.0,0.085,631.35,30.0,-105.93,,,,,,,,,,852.0,219.0,-99.38,,,,,,,41.358925,-105.76091,,,1660186150.2
12,,,0.0,631.35,30.0,-105.68,,,,,,,,,,852.0,219.0,-100.11,,0.0,,,,,41.358913,-105.760864,,,1660186150.3
