,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,41.128181,-96.188652,,,1660279259.0
1,,,,,,,,,,,,,,,,,,,,,,,,,41.128181,-96.188652,,,1660279259.8
2,,,,,,,,,,,,,,,,,,,,,,,,,41.128181,-96.188652,,,1660279259.807638
3,,,0.0,631.35,207.0,-84.16,,,,,,,,,,,,,,,,,,,41.128181,-96.188652,,,1660279259.9
4,,,0.0,631.35,207.0,-85.03,,,,,,,,,0.008,,,,,,,,,,41.128181,-96.188652,,,1660279260.0
5,,,,,,,,,,,,,,,,1123.0,209.0,-88.94,,,,,,,41.128181,-96.188652,0.0,0.0,1660279260.1
6,,,0.0,631.35,207.0,-84.83,,,,,,,,,,,,,,0.0,,,,,41.128181,-96.188652,,,1660279260.3
7,,,0.0,631.35,207.0,-84.4,,,,,,,,,,1123.0,209.0,-88.91,,,,,,,41.128181,-96.188652,,,1660279260.4
8,,,,,,,,,,,,,,,,1123.0,209.0,-89.13,,,,,,,41.128181,-96.188652,,,1660279260.5
9,0.0,12.75,0.052,631.35,207.0,-84.45,,,,,,,,,,1123.0,209.0,-89.0,,0.0,,,,,41.128181,-96.188652,1222.0,0.02,1660279260.6
10,0.0,13.0,0.056,,,,,,,,,,,,,1123.0,209.0,-89.13,,,,,,,41.128181,-96.188652,,,1660279260.7
11,0.0,13.0,0.057,631.35,207.0,-84.63,,,,,,,,,,1123.0,209.0,-90.19,,,,,,,41.128197,-96.188614,,,1660279260.8
12,0.0,13.0,0.074,,,,,,,,,,,,,1123.0,209.0,-92.19,,,,,,,41.128212,-96.188576,,,1660279260.9
13,0.0,13.0,0.054,631.35,207.0,-84.66,,,,,,,,,0.004,,,,,,,,,,41.128227,-96.188538,,,1660279261.0
14,0.0,13.0,0.057,631.35,207.0,-84.62,,,,,,,,,,,,,,,,,,,41.128242,-96.188499,0.0,0.0,1660279261.1
15,0.0,13.0,0.057,,,,,,,,,,,,,,,,,,,,,,41.128258,-96.188461,,,1660279261.2
16,0.0,13.0,0.064,631.35,207.0,-85.41,,,,,,,,,,1123.0,209.0,-91.19,,0.0,,,,,41.128269,-96.188416,,,1660279261.3
17,0.0,13.0,0.057,631.35,207.0,-85.33,,,,,,,,,,,,,,,,,,,41.128284,-96.188377,,,1660279261.4
18,0.0,13.0,0.057,,,,,,,,,,,,,,,,27.2,,,,,,41.1283,-96.188339,,,1660279261.5
