,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,41.870338,-89.164383,,,1660352991.0
1,,,,,,,,,,,,,,,,1099.0,153.0,-103.38,,,,,,,41.870338,-89.164383,,,1660352991.4
2,,,,,,,,,,,,,,,,,,,,,,,,,41.870338,-89.164383,,,1660352991.423605
3,,,,,,,,,,,,,,,,,,,,,,,,,41.870338,-89.164383,0.0,0.0,1660352991.5
4,0.0,4.0,0.024,632.45,247.0,-102.98,,,,,,,,,,,,,,,,,,,41.87035,-89.164345,,,1660352991.6
5,,,,,,,,,,,,,,,,1099.0,153.0,-108.69,,,,,,,41.870361,-89.164307,,,1660352991.7
6,,,0.0,632.45,247.0,-103.15,,,,,,,,,,,,,,,,,,,41.870384,-89.16423,,,1660352991.9
7,,,0.0,632.45,247.0,-102.24,,,,,,,,,,,,,,,,,,,41.870392,-89.1642,0.0,0.0,1660352992.0
8,0.0,4.0,0.058,632.45,247.0,-102.2,,,,,,,,,,1099.0,153.0,-107.44,,,,,,,41.870403,-89.164162,,,1660352992.1
9,,,,,,,,,,,,,,,,,,,,,,,,,41.870415,-89.164124,,,1660352992.2
10,,,0.0,632.45,247.0,-102.64,,,,,,,,,,1099.0,153.0,-105.75,,,,,,,41.870438,-89.164047,,,1660352992.4
11,,,,,,,,,,,,,,,,,,,,,,,,,41.870449,-89.164009,0.0,0.0,1660352992.5
12,0.0,4.0,0.048,632.45,247.0,-101.75,,,,,,,,,,,,,,,,,,,41.870461,-89.163971,,,1660352992.6
13,,,,,,,,,,,,,,,,1099.0,153.0,-101.81,,,,,,,41.870468,-89.163933,,,1660352992.7
14,0.0,4.0,0.022,632.45,247.0,-100.34,,,,,,,,,,,,,,,,,,,41.870487,-89.163857,,,1660352992.9
15,,,,632.45,247.0,-99.92,,,,,,,,,,1099.0,153.0,-103.06,,,,,,,41.870499,-89.163818,0.0,0.0,1660352993.0
16,,,,,,,,,,,,,,,,,,,,,,,,,41.870518,-89.163734,,,1660352993.2
17,,,0.0,632.45,247.0,-100.99,,,,,,,,,,,,,,,,,,,41.870529,-89.163696,,,1660352993.3
18,0.0,4.0,0.058,632.45,247.0,-103.95,,,,,,,,,,1099.0,153.0,-105.81,,,,,,,41.870537,-89.163658,,,1660352993.4
19,,,,,,,,,,,,,,,,,,,,,,,,,41.870548,-89.16362,0.0,0.0,1660352993.5
20,,,,,,,,,,,,,,,,,,,,,,,,,41.87056,-89.163582,,,1660352993.6
