,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,41.60532,-90.192322,,,1660350420.0
1,0.0,12.62,0.17,2638.95,479.0,-67.75,,,,,,,,,,66661.0,272.0,-87.63,,,,,,,41.60532,-90.192322,,,1660350420.1
2,,,,,,,,,,,,,,,,,,,,,,,,,41.60532,-90.192322,,,1660350420.100027
3,0.0,12.95,0.168,,,,,,,,,,,,,,,,,,,,,,41.60532,-90.192322,,,1660350420.2
4,0.0,12.58,0.17,2638.95,479.0,-68.01,,,,,,,,,,,,,,,,,,,41.60532,-90.192322,,,1660350420.3
5,4.55,12.95,0.161,,,,,,,,,,,,,,,,,,,,,,41.60532,-90.192322,,,1660350420.4
6,0.0,12.95,0.168,2638.95,479.0,-68.29,,,,,,,,,,66661.0,272.0,-88.0,,,,,,,41.60532,-90.192322,0.0,0.0,1660350420.5
7,0.0,12.53,0.16,2638.95,479.0,-68.52,,,,,,,,,,,,,,,,,,,41.605354,-90.192329,,,1660350420.6
8,0.0,12.94,0.169,,,,,,,,,,,,,,,,,,,,,,41.605385,-90.192337,,,1660350420.7
9,,,0.0,2638.95,479.0,-68.75,,,,,,,,,,66661.0,272.0,-87.06,,,,,,,41.605419,-90.192345,,,1660350420.8
