,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,40.370972,-82.833382,,,1660495914.168525
1,,,,,,,,,,,,,,,,,,,,,,,,,40.370972,-82.833382,0.0,0.0,1660495914.5
2,,,,,,,,,,,,,,,,,,,,,,,,,40.370972,-82.833382,,,1660495914.8
3,,,,,,,,,,,,,,,,,,,,,,,,,40.370972,-82.833382,0.0,0.0,1660495915.0
4,,,,,,,,,,,,,,,,851.0,351.0,-105.75,,,,,,,40.371014,-82.833321,,,1660495915.2
5,,,,,,,,,,,,,,,,,,,,,,,,,40.371078,-82.833221,0.0,0.0,1660495915.5
6,,,,,,,,,,,,,,,,,,,,,,,,,40.371124,-82.83316,,,1660495915.7
7,,,,,,,,,,,,,,,,,,,,,,,,,40.371189,-82.833069,0.0,0.0,1660495916.0
8,,,,,,,,,,,,,,,,,,,,,,,,,40.371292,-82.832916,0.0,0.0,1660495916.5
9,,,,,,,,,,,,,,,,851.0,351.0,-104.75,,,,,,,40.371315,-82.832893,,,1660495916.6
10,,,,,,,,,,,,,,,,,,,,,,,,,40.371357,-82.832832,,,1660495916.8
11,,,,,,,,,,,,,,,2.285,,,,,,,,,,40.371399,-82.832771,60.0,0.001,1660495917.0
12,,,,,,,,,,,,,,RRC Setup Start,,,,,,,,,,,40.37141,-82.832756,,,1660495917.059503
