,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,39.78577,-104.98909,,,1660251094.0
1,0.0,13.0,0.183,2638.95,122.0,-66.34,,,,,,,,,,66487.0,396.0,-67.94,,,,,,,39.78577,-104.98909,,,1660251094.2
2,,,,,,,,,,,,,,,,,,,,,,,,,39.78577,-104.98909,,,1660251094.227409
3,0.0,13.0,0.17,,,,,,,,,,,,,,,,,,,,,,39.78577,-104.98909,,,1660251094.3
4,0.0,13.0,0.17,2638.95,122.0,-65.94,,,,,,,,,,,,,,,,,,,39.78577,-104.98909,,,1660251094.4
5,8.0,13.0,0.162,2638.95,122.0,-65.03,,,,,,,,,,,,,,,,,,,39.78577,-104.98909,0.0,0.0,1660251094.5
6,6.25,13.0,0.17,,,,,,,,,,,,,66487.0,396.0,-67.44,,,,,,,39.785793,-104.98909,,,1660251094.6
7,0.0,13.0,0.162,2638.95,122.0,-64.05,,,,,,,,,,,,,,,,,,,39.785812,-104.98909,,,1660251094.7
8,4.55,13.0,0.162,2638.95,122.0,-63.07,,,,,,,,,,,,,,,,,,,39.785835,-104.98909,,,1660251094.8
9,0.0,13.0,0.161,,,,,,,,,,,,,66487.0,396.0,-67.31,,,,,,,39.785854,-104.98909,,,1660251094.9
