,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.076,,,,,,,,,,41.359459,-95.692619,,,1660332545.0
1,,,,,,,,,,,,,,,,,,,,,,,,,41.359459,-95.692619,,,1660332545.071636
2,,,,,,,,,,,,,,,,,,,,,,,,,41.359459,-95.692619,0.0,0.0,1660332545.2
3,,,,,,,,,,,,,,,,68661.0,147.0,-95.27,,,,,,,41.359459,-95.692619,,,1660332545.3
4,,,,,,,,,,,,,,RRC Setup Start,,,,,,,,,,,41.359463,-95.692619,,,1660332545.312746
5,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,41.35947,-95.692604,,,1660332545.345683
6,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,41.35947,-95.692604,,,1660332545.347249
7,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,41.35947,-95.692604,,,1660332545.347265
8,,,,,,,,,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,41.35947,-95.692604,,,1660332545.350718
9,,,,,,,,,,,,,,Received RAR[True],,,,,,,,,,,41.35947,-95.692604,,,1660332545.350736
10,,,,,,,,,,,,,,RRC Setup Success,,,,,,,,,,,41.35947,-95.692604,,,1660332545.351179
11,,,,,,,,,,,,,,,,68661.0,147.0,-95.26,24.0,0.0,,,,,41.359486,-95.692596,,,1660332545.4
12,,,,,,,,,,,,,,reportStrongestCells,,,,,,,,,,,41.359497,-95.692581,,,1660332545.441623
13,,,,,,,,,,,,,,,,68661.0,147.0,-95.06,,,,,,,41.359512,-95.692566,,,1660332545.5
14,,,,,,,,,,,,,,,,68661.0,147.0,-95.31,,,,,,,41.359535,-95.692543,,,1660332545.6
