,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,0.0,12.0,0.02,,,,,,,,,,,,0.002,677.0,151.0,-67.03,,0.0,,,,,39.76828,-86.150681,,,1660438131.0
1,,,,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438131.029169
2,0.0,12.0,0.074,2638.95,325.0,-59.82,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438131.1
3,0.0,8.0,0.031,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438131.2
4,0.0,12.0,0.088,2638.95,325.0,-60.13,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438131.3
5,0.0,12.0,0.048,,,,,,,,,,,,,677.0,151.0,-67.13,,,,,,,39.76828,-86.150681,0.0,0.0,1660438131.4
6,0.0,12.0,0.034,2638.95,325.0,-60.52,,,,,,,,,,677.0,151.0,-67.9,,,,,,,39.76828,-86.150681,,,1660438131.5
7,,,,,,,,,,,,,,,,677.0,151.0,-68.52,,,,,,,39.76828,-86.150681,,,1660438131.6
8,0.0,11.38,0.045,2638.95,325.0,-60.44,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438131.7
9,0.0,12.0,0.086,2638.95,325.0,-60.35,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438131.8
10,0.0,12.0,0.095,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,0.0,0.0,1660438131.9
11,0.0,12.0,0.017,,,,,,,,,,,,0.002,,,,,,,,,,39.76828,-86.150681,,,1660438132.0
12,0.0,12.0,0.134,2638.95,325.0,-60.15,,,,,,,,,,677.0,151.0,-66.91,,0.0,,,,,39.76828,-86.150681,,,1660438132.1
13,0.0,9.33,0.039,,,,,,,,,,,,,677.0,151.0,-66.21,4.2,,,,,,39.76828,-86.150681,,,1660438132.2
14,,,0.0,2638.95,325.0,-60.27,,,,,,,,,,677.0,151.0,-65.85,,,,,,,39.76828,-86.150681,,,1660438132.3
15,,,,,,,,,,,,,,,,,,,,0.0,,,,,39.76828,-86.150681,0.0,0.0,1660438132.4
16,0.0,4.0,0.001,2638.95,325.0,-60.42,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438132.5
17,,,0.0,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438132.6
18,,,0.0,2638.95,325.0,-60.5,,,,,,,,,,677.0,151.0,-65.25,,,,,,,39.76828,-86.150681,,,1660438132.7
19,,,0.0,2638.95,325.0,-60.34,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438132.8
20,0.0,4.0,0.002,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,0.0,0.0,1660438132.9
21,,,0.0,2638.95,325.0,-60.36,,,,,,,,,,677.0,151.0,-66.25,,,,,,,39.76828,-86.150681,,,1660438133.0
22,,,0.0,2638.95,325.0,-60.56,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438133.1
23,,,0.0,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438133.2
24,0.0,4.0,0.002,2638.95,325.0,-60.7,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438133.3
25,,,0.0,,,,,,,,,,,,,677.0,151.0,-66.75,,,,,,,39.76828,-86.150681,0.0,0.0,1660438133.4
26,,,0.0,2638.95,325.0,-60.78,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438133.5
27,0.0,4.0,0.288,2638.95,325.0,-61.11,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438133.6
28,,,,,,,,,,,,,,,,677.0,151.0,-66.75,,,,,,,39.76828,-86.150681,,,1660438133.7
29,,,0.0,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438133.8
30,,,0.0,2638.95,325.0,-61.54,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,0.0,0.0,1660438133.9
31,0.0,4.0,0.003,,,,,,,,,,,,,677.0,151.0,-66.88,,,,,,,39.76828,-86.150681,,,1660438134.0
32,,,0.0,2638.95,325.0,-61.74,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438134.1
33,,,0.0,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438134.2
34,0.0,4.0,0.002,2638.95,325.0,-61.78,,,,,,,,,,677.0,151.0,-65.25,,,,,,,39.76828,-86.150681,,,1660438134.3
35,,,0.0,2638.95,325.0,-62.25,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,0.0,0.0,1660438134.4
36,,,0.0,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438134.5
37,,,0.0,2638.95,325.0,-62.2,,,,,,,,,,677.0,151.0,-67.06,,,,,,,39.76828,-86.150681,,,1660438134.6
38,0.0,8.71,0.125,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438134.7
39,0.0,13.08,0.12,2638.95,325.0,-62.08,,,,,,,,,,,,,,,,,,,39.76828,-86.150681,,,1660438134.8
40,0.0,11.27,0.08,2638.95,325.0,-62.27,,,,,,,,,,677.0,151.0,-64.88,,,,,,,39.76828,-86.150681,747.0,0.012,1660438134.9
41,0.0,16.69,4.771,,,,,,,,,,,,15.097,677.0,151.0,-64.52,,,,,,,39.76828,-86.150681,,,1660438135.0
42,0.0,18.32,10.582,2638.95,325.0,-62.26,,,,,,,,,,677.0,151.0,-65.87,26.26,0.0,,,,,39.76828,-86.150681,,,1660438135.1
43,0.0,24.05,20.868,2638.95,325.0,-62.01,,,,,,,,,,677.0,151.0,-64.95,27.5,0.0,,,,,39.76828,-86.150681,,,1660438135.2
44,0.0,26.94,39.809,,,,,,,,,,,,,677.0,151.0,-65.21,25.68,0.0,,,,,39.76828,-86.150681,,,1660438135.3
45,0.0,28.0,42.788,2638.95,325.0,-61.8,,,,,,,,,,677.0,151.0,-66.11,27.55,1.67,,,,,39.76828,-86.150681,2225416.0,35.536,1660438135.4
