,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,40.76675,-87.12043,,,1660418158.0
1,,,0.0,,,,,,,,,,,,,,,,,,,,,,40.76675,-87.12043,,,1660418158.6
2,,,,,,,,,,,,,,,,,,,,,,,,,40.76675,-87.12043,,,1660418158.615923
3,,,0.0,631.35,232.0,-79.8,,,,,,,,,,801.0,309.0,-80.19,,,,,,,40.76675,-87.12043,,,1660418158.8
4,0.0,4.0,0.085,631.35,232.0,-81.32,,,,,,,,,,,,,,,,,,,40.76675,-87.12043,,,1660418158.9
5,,,0.0,,,,,,,,,,,,0.01,801.0,309.0,-74.63,,,,,,,40.76675,-87.12043,939.0,0.015,1660418159.0
6,,,0.0,,,,,,,,,,,,,801.0,309.0,-73.31,,,,,,,40.766663,-87.120377,,,1660418159.1
7,,,,631.35,232.0,-79.83,,,,,,,,,,801.0,309.0,-76.0,,,,,,,40.766575,-87.120323,,,1660418159.2
8,0.0,4.0,0.085,631.35,232.0,-78.82,,,,,,,,,,801.0,309.0,-78.88,,,,,,,40.766491,-87.120262,,,1660418159.3
9,,,,,,,,,,,,,,,,801.0,309.0,-83.84,18.4,0.0,,,,,40.766403,-87.120209,,,1660418159.4
10,,,0.0,,,,,,,,,,,,,801.0,309.0,-83.96,,0.0,,,,,40.766315,-87.120155,399.0,0.006,1660418159.5
11,,,0.0,631.35,232.0,-77.61,,,,,,,,,,801.0,309.0,-82.88,,,,,,,40.766228,-87.120102,,,1660418159.6
12,,,,,,,,,,,,,,,,801.0,309.0,-84.06,,,,,,,40.76614,-87.120049,,,1660418159.7
13,0.0,4.0,0.085,631.35,232.0,-77.76,,,,,,,,,,801.0,309.0,-85.7,,0.0,,,,,40.766056,-87.119987,,,1660418159.8
14,,,0.0,,,,,,,,,,,,,801.0,309.0,-85.95,,,,,,,40.765968,-87.119934,,,1660418159.9
15,,,,,,,,,,,,,,,0.014,801.0,309.0,-83.73,,,,,,,40.765881,-87.119881,80.0,0.001,1660418160.0
16,,,0.0,631.35,232.0,-81.77,,,,,,,,,,801.0,309.0,-81.94,,,,,,,40.765881,-87.119881,,,1660418160.1
17,,,,,,,,,,,,,,,,801.0,309.0,-83.47,,0.0,,,,,40.765881,-87.119881,,,1660418160.2
18,0.0,4.0,0.085,631.35,232.0,-86.53,,,,,,,,,,801.0,309.0,-84.41,,,,,,,40.765881,-87.119881,,,1660418160.3
19,,,,,,,,,,,,,,,,801.0,309.0,-84.81,,,,,,,40.765881,-87.119881,,,1660418160.4
20,,,,,,,,,,,,,,,,,,,,,,,,,40.765881,-87.119881,1055.0,0.017,1660418160.5
21,,,0.0,,,,,,,,,,,,,,,,,,,,,,40.765881,-87.119881,,,1660418160.6
22,,,0.0,631.35,232.0,-89.41,,,,,,,,,,801.0,309.0,-91.31,20.78,,,,,,40.765881,-87.119881,,,1660418160.7
23,0.0,4.0,0.128,631.35,232.0,-89.41,,,,,,,,,,801.0,309.0,-92.88,,0.0,,,,,40.765881,-87.119881,,,1660418160.8
24,,,0.0,,,,,,,,,,,,,801.0,309.0,-95.21,,,,,,,40.765881,-87.119881,,,1660418160.9
25,,,,,,,,,,,,,,,0.014,801.0,309.0,-94.62,,,,,,,40.765881,-87.119881,80.0,0.001,1660418161.0
26,,,0.0,631.35,232.0,-91.67,,,,,,,,,,,,,,,,,,,40.765827,-87.11985,,,1660418161.1
27,0.0,4.0,0.085,,,,,,,,,,,,,801.0,309.0,-89.69,,,,,,,40.765774,-87.119812,,,1660418161.2
28,,,,631.35,232.0,-91.04,,,,,,,,,,801.0,309.0,-94.29,,0.0,,,,,40.765724,-87.119781,,,1660418161.3
29,,,0.0,,,,,,,,,,,,,801.0,309.0,-95.72,,,,,,,40.765671,-87.119743,,,1660418161.4
30,,,0.0,,,,,,,,,,,,,801.0,309.0,-95.78,,0.0,,,,,40.765617,-87.119713,963.0,0.015,1660418161.5
31,,,,631.35,232.0,-93.89,,,,,,,,,,801.0,309.0,-97.69,,,,,,,40.765564,-87.119675,,,1660418161.6
32,0.0,4.0,0.085,631.35,232.0,-95.37,,,,,,,,,,801.0,309.0,-99.78,,,,,,,40.765511,-87.119644,,,1660418161.7
33,,,,,,,,,,,,,,,,801.0,309.0,-99.26,,0.0,,,,,40.765457,-87.119606,,,1660418161.8
34,,,0.0,,,,,,,,,,,,,801.0,309.0,-98.94,,,,,,,40.765408,-87.119576,,,1660418161.9
35,,,0.0,631.35,232.0,-93.24,,,,,,,,,0.007,801.0,309.0,-102.88,18.56,,,,,,40.765354,-87.119537,137.0,0.002,1660418162.0
36,,,,,,,,,,,,,,,,801.0,309.0,-100.16,,,,,,,40.765301,-87.119507,,,1660418162.1
37,0.0,4.0,0.051,631.35,232.0,-95.24,,,,,,,,,,801.0,309.0,-97.01,,16.67,,,,,40.76527,-87.119484,,,1660418162.2
38,0.0,12.0,0.067,,,,,,,,,,,,,801.0,309.0,-97.94,,,,,,,40.765236,-87.119469,,,1660418162.3
39,0.0,13.0,0.054,631.35,232.0,-96.04,,,,,,,,,,801.0,309.0,-100.97,,,,,,,40.765205,-87.119446,,,1660418162.4
40,0.0,13.0,0.057,631.35,232.0,-96.23,,,,,,,,,,801.0,309.0,-99.8,,,,,,,40.765171,-87.119431,40.0,0.001,1660418162.5
41,0.0,12.43,0.053,,,,,,,,,,,,,801.0,309.0,-102.44,,0.0,,,,,40.765141,-87.119408,,,1660418162.6
42,0.0,13.0,0.056,631.35,232.0,-95.28,,,,,,,,,,801.0,309.0,-97.55,,,,,,,40.765106,-87.119392,,,1660418162.7
43,0.0,13.0,0.054,,,,,,,,,,,,,801.0,309.0,-96.63,,,,,,,40.765076,-87.11937,,,1660418162.8
44,0.0,13.0,0.052,631.35,232.0,-94.73,,,,,,,,,,,,,,,,,,,40.765041,-87.119354,,,1660418162.9
45,0.0,13.0,0.055,631.35,232.0,-93.93,,,,,,,,,0.006,801.0,309.0,-100.24,,,,,,,40.765011,-87.119331,168.0,0.003,1660418163.0
46,0.0,13.0,0.055,,,,,,,,,,,,,801.0,309.0,-99.38,,0.0,,,,,40.764984,-87.119316,,,1660418163.1
47,0.0,13.0,0.062,631.35,232.0,-94.71,,,,,,,,,,,,,,,,,,,40.764957,-87.119293,,,1660418163.2
48,0.0,13.0,0.054,,,,,,,,,,,,,801.0,309.0,-93.8,10.91,,,,,,40.764931,-87.119278,,,1660418163.3
49,0.0,13.0,0.053,631.35,232.0,-94.8,,,,,,,,,,801.0,309.0,-94.87,,20.0,,,,,40.764904,-87.119263,,,1660418163.4
50,0.0,13.0,0.061,631.35,232.0,-94.42,,,,,,,,,,801.0,309.0,-96.75,,,,,,,40.764877,-87.119247,52.0,0.001,1660418163.5
51,,,0.0,,,,,,,,,,,,,801.0,309.0,-98.8,,,,,,,40.764854,-87.119225,,,1660418163.6
52,,,,,,,,,,,,,,,,801.0,309.0,-98.73,,,,,,,40.764828,-87.119209,,,1660418163.7
53,,,0.0,,,,,,,,,,,,,801.0,309.0,-98.02,,25.0,,,,,40.764801,-87.119194,,,1660418163.8
54,0.0,4.0,0.085,631.35,232.0,-89.57,,,,,,,,,,801.0,309.0,-95.87,,,,,,,40.764774,-87.119179,,,1660418163.9
55,,,,,,,,,,,,,,,0.031,801.0,309.0,-87.81,,,,,,,40.764748,-87.119156,60.0,0.001,1660418164.0
56,,,0.0,,,,,,,,,,,,,801.0,309.0,-88.23,,,,,,,40.764721,-87.119141,,,1660418164.1
57,,,,,,,,,,,,,,,,801.0,309.0,-88.96,,0.0,,,,,40.76469,-87.119125,,,1660418164.2
58,,,0.0,631.35,232.0,-83.07,,,,,,,,,,801.0,309.0,-84.75,,,,,,,40.764664,-87.119102,,,1660418164.3
59,0.0,4.0,0.085,,,,,,,,,,,,,801.0,309.0,-86.31,20.5,20.0,,,,,40.764633,-87.119087,,,1660418164.4
60,0.0,12.67,0.02,631.35,232.0,-79.69,,,,,,,,,,801.0,309.0,-85.6,,,,,,,40.764606,-87.119064,407.0,0.007,1660418164.5
61,0.0,12.88,0.065,631.35,232.0,-78.56,,,,,,,,,,801.0,309.0,-84.05,19.0,0.0,,,,,40.764576,-87.119049,,,1660418164.6
62,0.0,13.0,0.053,,,,,,,,,,,,,801.0,309.0,-84.14,,0.0,,,,,40.764545,-87.119034,,,1660418164.7
63,0.0,13.0,0.059,631.35,232.0,-77.17,,,,,,,,,,801.0,309.0,-82.9,,,,,,,40.764519,-87.119011,,,1660418164.8
64,0.0,12.5,0.056,,,,,,,,,,,,,801.0,309.0,-81.56,,25.0,,,,,40.764488,-87.118996,,,1660418164.9
65,0.0,13.0,0.05,631.35,232.0,-76.08,,,,,,,,,0.057,801.0,309.0,-81.04,,,,,,,40.764462,-87.118973,2188.0,0.035,1660418165.0
66,0.0,13.0,0.06,631.35,232.0,-75.27,,,,,,,,,,801.0,309.0,-81.09,23.85,0.0,,,,,40.764431,-87.118958,,,1660418165.1
67,0.0,13.0,0.063,,,,,,,,,,,,,801.0,309.0,-80.79,,,,,,,40.7644,-87.118935,,,1660418165.2
68,0.0,13.0,0.055,631.35,232.0,-74.46,,,,,,,,,,801.0,309.0,-79.89,,,,,,,40.764374,-87.118919,,,1660418165.3
69,0.0,13.0,0.054,,,,,,,,,,,,,801.0,309.0,-80.57,,0.0,,,,,40.764343,-87.118896,,,1660418165.4
70,0.0,12.83,0.053,631.35,232.0,-74.49,,,,,,,,,,801.0,309.0,-81.08,,,,,,,40.764317,-87.118881,2980.0,0.048,1660418165.5
71,0.0,12.88,0.063,631.35,232.0,-74.23,,,,,,,,,,801.0,309.0,-80.63,,0.0,,,,,40.764286,-87.118866,,,1660418165.6
