,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,40.83123,-82.313042,,,1660498001.0
1,0.0,13.0,0.085,,,,,,,,,,,,,,,,,,,,,,40.83123,-82.313042,,,1660498001.5
2,,,,,,,,,,,,,,,,,,,,,,,,,40.83123,-82.313042,,,1660498001.509159
3,0.0,13.0,0.057,626.45,665.0,-94.26,,,,,,,,,,1100.0,329.0,-103.81,,,,,,,40.83123,-82.313042,,,1660498001.6
4,0.0,13.0,0.057,,,,,,,,,,,,,,,,,,,,,,40.83123,-82.313042,,,1660498001.7
5,0.0,13.0,0.057,626.45,665.0,-94.17,,,,,,,,,,,,,,,,,,,40.83123,-82.313042,0.0,0.0,1660498001.8
6,0.0,13.0,0.057,,,,,,,,,,,,,,,,,,,,,,40.83123,-82.313042,,,1660498001.9
7,,,0.0,,,,,,,,,,,,0.0,1100.0,329.0,-105.81,,,,,,,40.83123,-82.313042,,,1660498002.0
8,,,0.0,626.45,665.0,-93.94,,,,,,,,,,,,,,,,,,,40.83123,-82.313042,,,1660498002.1
9,0.0,4.0,0.085,,,,,,,,,,,,,,,,,,,,,,40.83123,-82.313042,,,1660498002.2
10,,,,626.45,665.0,-92.77,,,,,,,,,,1100.0,329.0,-102.19,,,,,,,40.83123,-82.313042,0.0,0.0,1660498002.3
11,,,,,,,,,,,,,,,,,,,,,,,,,40.83123,-82.313042,,,1660498002.4
12,,,0.0,,,,,,,,,,,,,,,,,,,,,,40.831245,-82.313004,,,1660498002.5
13,,,0.0,626.45,665.0,-92.55,,,,,,,,,,1100.0,329.0,-99.53,,0.0,,,,,40.831257,-82.312958,,,1660498002.6
14,0.0,11.0,0.043,626.45,665.0,-93.79,,,,,,,,,,1100.0,329.0,-101.03,,,,,,,40.831272,-82.31292,,,1660498002.7
15,0.0,13.0,0.054,,,,,,,,,,,,,1100.0,329.0,-100.63,,,,,,,40.831287,-82.312881,0.0,0.0,1660498002.8
16,0.0,13.0,0.058,626.45,665.0,-93.74,,,,,,,,,,,,,,,,,,,40.831299,-82.312836,,,1660498002.9
17,0.0,13.0,0.057,,,,,,,,,,,,0.0,,,,,,,,,,40.831314,-82.312798,,,1660498003.0
18,0.0,13.0,0.057,626.45,665.0,-94.05,,,,,,,,,,,,,,,,,,,40.831329,-82.312759,,,1660498003.1
19,0.0,13.0,0.056,626.45,665.0,-94.09,,,,,,,,,,,,,,,,,,,40.831345,-82.312721,,,1660498003.2
20,0.0,13.0,0.066,,,,,,,,,,,,,1100.0,329.0,-103.69,,,,,,,40.831356,-82.312675,0.0,0.0,1660498003.3
21,0.0,13.0,0.053,626.45,665.0,-94.9,,,,,,,,,,,,,,,,,,,40.831371,-82.312637,,,1660498003.4
22,0.0,13.0,0.053,626.45,665.0,-95.73,,,,,,,,,,,,,,,,,,,40.831387,-82.312599,,,1660498003.5
23,0.0,13.0,0.057,,,,,,,,,,,,,1100.0,329.0,-105.56,,,,,,,40.831398,-82.312561,,,1660498003.6
24,0.0,13.0,0.056,626.45,665.0,-97.38,,,,,,,,,,,,,,,,,,,40.831413,-82.312515,,,1660498003.7
25,0.0,13.0,0.042,,,,,,,,,,,,,,,,,0.0,,,,,40.831425,-82.312477,0.0,0.0,1660498003.8
26,0.0,13.0,0.055,626.45,665.0,-97.54,,,,,,,,,,1100.0,329.0,-98.81,,,,,,,40.83144,-82.312439,,,1660498003.9
27,,,,,,,,,,,,,,,0.001,,,,,,,,,,40.831455,-82.312401,,,1660498004.0
28,,,0.0,,,,,,,,,,,,,,,,,,,,,,40.831467,-82.312363,,,1660498004.1
29,,,,,,,,,,,,,,,,1100.0,329.0,-104.06,,,,,,,40.831482,-82.312317,,,1660498004.2
30,0.0,4.0,0.085,626.45,665.0,-97.38,,,,,,,,,,,,,,,,,,,40.831493,-82.312279,0.0,0.0,1660498004.3
31,,,,,,,,,,,,,,,,,,,,,,,,,40.831509,-82.312241,,,1660498004.4
32,,,0.0,,,,,,,,,,,,,1100.0,329.0,-105.63,,,,,,,40.83152,-82.312202,,,1660498004.5
33,,,0.0,626.45,665.0,-97.11,,,,,,,,,,1100.0,329.0,-106.69,,,,,,,40.831535,-82.312157,,,1660498004.6
34,,,0.0,,,,,,,,,,,,,1100.0,329.0,-105.6,,,,,,,40.831547,-82.312119,,,1660498004.7
35,0.0,9.67,0.02,626.45,665.0,-101.1,,,,,,,,,,1100.0,329.0,-104.96,,0.0,,,,,40.831562,-82.31208,183.0,0.003,1660498004.8
36,0.0,13.0,0.057,,,,,,,,,,,,,1100.0,329.0,-105.31,,,,,,,40.831573,-82.312042,,,1660498004.9
37,0.0,13.0,0.057,626.45,665.0,-102.68,,,,,,,,,3.031,1100.0,329.0,-104.37,17.33,25.0,,,,,40.831585,-82.311996,,,1660498005.0
38,0.0,12.86,0.057,626.45,665.0,-103.1,,,,,,,,,,1100.0,329.0,-102.44,8.09,14.29,,,,,40.8316,-82.311958,,,1660498005.1
39,0.0,8.06,0.924,,,,,,,,,,,,,1100.0,329.0,-102.57,10.31,7.41,,,,,40.831612,-82.31192,,,1660498005.2
40,0.0,5.55,3.166,626.45,665.0,-102.28,,,,,,,,,,1100.0,329.0,-105.44,5.91,6.33,,,,,40.831627,-82.311874,99804.0,1.597,1660498005.3
41,0.0,7.24,6.534,626.45,665.0,-101.71,,,,,,,,,,1100.0,329.0,-104.33,6.86,1.25,,,,,40.831638,-82.311836,,,1660498005.4
