,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.0,,,,,,,,,,40.821571,-97.319527,,,1660276220.0
1,,,,,,,,,,,,,,,,,,,,,,,,,40.821571,-97.319527,,,1660276220.379697
2,,,0.0,,,,,,,,,,,,,,,,,,,,,,40.821571,-97.319527,,,1660276220.4
3,0.0,4.0,0.001,2635.35,80.0,-84.06,,,,,,,,,,66836.0,413.0,-92.19,,,,,,,40.821571,-97.319527,,,1660276220.5
4,,,0.0,,,,,,,,,,,,,,,,,,,,,,40.821571,-97.319527,280.0,0.004,1660276220.6
5,,,0.0,2635.35,80.0,-84.53,,,,,,,,,,,,,,,,,,,40.821571,-97.319527,,,1660276220.7
6,,,0.0,,,,,,,,,,,,,,,,22.0,,,,,,40.821571,-97.319527,,,1660276220.8
7,0.0,0.0,0.003,2635.35,80.0,-84.45,,,,,,,,,,66836.0,413.0,-91.69,,0.0,,,,,40.821571,-97.319527,,,1660276220.9
8,,,0.0,,,,,,,,,,,,,,,,,,,,,,40.821571,-97.319527,,,1660276221.0
9,,,0.0,2635.35,80.0,-84.34,,,,,,,,,,,,,,,,,,,40.821571,-97.319527,0.0,0.0,1660276221.1
10,,,0.0,,,,,,,,,,,,,66836.0,413.0,-97.38,,,,,,,40.821571,-97.319527,,,1660276221.2
