,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,42.300709,-73.216698,,,1660597003.0
1,,,,,,,,,,,,,,,,,,,,,,,,,42.300709,-73.216698,,,1660597003.569962
2,,,,2600.55,548.0,-109.27,,,,,,,,,,,,,,100.0,,,,,42.300709,-73.216698,,,1660597003.6
3,,,,,,,,,,,,,,,,,,,,,,,,,42.300709,-73.216698,,,1660597003.7
4,0.0,11.5,0.161,2600.55,548.0,-107.2,,,,,,,,,,,,,,,,,,,42.300709,-73.216698,0.0,0.0,1660597003.8
5,,,,,,,,,,,,,,,,1100.0,103.0,-104.38,,,,,,,42.300709,-73.216698,,,1660597003.9
6,,,,,,,,,,,,,,eventA1,,,,,,,,,,,42.300709,-73.216698,,,1660597003.970255
7,,,,,,,,,,,,,,,0.002,1100.0,103.0,-104.98,,,,,,,42.300709,-73.216698,,,1660597004.0
8,,,,2600.55,548.0,-106.45,,,,,,,,,,1100.0,103.0,-106.13,,,,,,,42.300709,-73.216698,,,1660597004.1
9,,,,2600.55,548.0,-106.83,,,,,,,,,,1100.0,103.0,-106.99,,,,,,,42.300716,-73.21666,,,1660597004.2
10,0.0,10.0,0.09,,,,,,,,,,,,,,,,,,,,,,42.30072,-73.216621,0.0,0.0,1660597004.3
11,8.57,22.5,0.23,2600.55,548.0,-106.49,,,,,,,,,,1100.0,103.0,-106.75,,,,,,,42.300728,-73.216583,,,1660597004.4
12,13.16,21.3,0.392,,,,,,,,,,,,,,,,,,,,,,42.300732,-73.216545,,,1660597004.5
13,16.67,22.0,0.408,2600.55,548.0,-106.56,,,,,,,,,,,,,,,,,,,42.300739,-73.216507,,,1660597004.6
14,,,,,,,,,,,,,,,,,,,24.0,,,,,,42.300747,-73.216469,,,1660597004.7
15,,,,,,,,,,,,,,,,,,,,,,,,,42.300751,-73.216431,509.0,0.008,1660597004.8
16,0.0,3.0,0.416,2600.55,548.0,-105.14,,,,,,,,,,1100.0,103.0,-105.69,,0.0,,,,,42.300758,-73.216393,,,1660597004.9
17,,,,,,,,,,,,,,,,,,,,,,,,,42.300762,-73.216354,,,1660597005.0
18,,,,,,,,,,,,,,,,1100.0,103.0,-101.0,,,,,,,42.30077,-73.216316,,,1660597005.1
19,0.0,12.5,0.237,,,,,,,,,,,,,,,,,,,,,,42.300777,-73.216278,,,1660597005.2
20,,,,2600.55,548.0,-104.68,,,,,,,,,,,,,,,,,,,42.300781,-73.21624,0.0,0.0,1660597005.3
21,,,,,,,,,,,,,,,,1100.0,103.0,-103.19,,,,,,,42.300789,-73.216194,,,1660597005.4
22,,,,,,,,,,,,,,,,,,,,,,,,,42.300793,-73.216156,,,1660597005.5
23,,,,2600.55,548.0,-102.91,,,,,,,,,,,,,,,,,,,42.3008,-73.216118,,,1660597005.6
24,,,,,,,,,,,,,,,,1100.0,103.0,-105.25,,,,,,,42.300808,-73.21608,,,1660597005.7
25,,,,,,,,,,,,,,,,,,,,,,,,,42.300812,-73.216042,0.0,0.0,1660597005.8
26,0.0,3.0,0.416,2600.55,548.0,-101.79,,,,,,,,,,,,,,,,,,,42.300819,-73.215996,,,1660597005.9
27,,,,,,,,,,,,,,,,,,,,,,,,,42.300823,-73.215958,,,1660597006.0
28,,,,,,,,,,,,,,,,,,,,,,,,,42.300831,-73.215919,,,1660597006.1
29,0.0,12.5,0.237,2600.55,548.0,-102.07,,,,,,,,,,,,,,,,,,,42.300835,-73.215881,,,1660597006.2
30,,,,,,,,,,,,,,,,1100.0,103.0,-97.81,,,,,,,42.300842,-73.215843,0.0,0.0,1660597006.3
31,0.0,21.0,0.569,2600.55,548.0,-96.42,,,,,,,,,,,,,,,,,,,42.30085,-73.215767,,,1660597006.5
32,4.55,21.5,0.606,2600.55,548.0,-95.91,,,,,,,,,,,,,,,,,,,42.300858,-73.215729,,,1660597006.6
33,0.0,21.29,0.649,,,,,,,,,,,,,1100.0,103.0,-101.56,,,,,,,42.300861,-73.215691,,,1660597006.7
34,2.63,20.08,1.778,2600.55,548.0,-95.22,,,,,,,,,,,,,,,,,,,42.300865,-73.215652,15159.0,0.243,1660597006.8
35,2.5,19.85,2.021,,,,,,,,,,,,,,,,,,,,,,42.300869,-73.215614,,,1660597006.9
36,5.0,20.13,1.913,2600.55,548.0,-96.83,,,,,,,,,0.001,1100.0,103.0,-99.97,,,,,,,42.300877,-73.215576,,,1660597007.0
37,8.82,20.03,2.337,2600.55,548.0,-98.03,,,,,,,,,,1100.0,103.0,-99.31,,,,,,,42.30088,-73.215538,,,1660597007.1
38,4.76,16.02,4.1,,,,,,,,,,,,,,,,,,,,,,42.300884,-73.2155,,,1660597007.2
