,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,,,1660232942.8
1,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,,,1660232942.848532
2,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,,,1660232942.9
3,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,,,1660232943.0
4,,,,,,,,,,,,,,,,875.0,343.0,-65.81,,,,,,,39.7267,-105.024147,,,1660232943.1
5,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,0.0,0.0,1660232943.3
6,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,0.0,0.0,1660232943.8
7,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,,,1660232943.9
8,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,,,1660232944.0
9,,,,,,,,,,,,,,,,875.0,343.0,-66.44,,,,,,,39.7267,-105.024147,,,1660232944.1
10,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,0.0,0.0,1660232944.3
11,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,,,1660232944.5
12,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,0.0,0.0,1660232944.8
13,,,,,,,,,,,,,,,4.553,,,,,,,,,,39.7267,-105.024147,,,1660232945.0
14,,,,,,,,,,,,,,,,,,,,,,,,,39.7267,-105.024147,,,1660232945.1
15,,,,,,,,,,,,,,RRC Setup Start,,,,,,,,,,,39.7267,-105.024147,,,1660232945.155417
16,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,39.7267,-105.024147,,,1660232945.191106
17,,,,,,,,,,,,,,,,875.0,343.0,-66.88,11.43,0.0,,,,,39.7267,-105.024147,,,1660232945.2
18,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,39.7267,-105.024147,,,1660232945.205312
19,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,39.7267,-105.024147,,,1660232945.205325
20,,,,,,,,,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,39.7267,-105.024147,,,1660232945.206651
21,,,,,,,,,,,,,,Received RAR[True],,,,,,,,,,,39.7267,-105.024147,,,1660232945.206669
22,,,,,,,,,,,,,,RRC Setup Success,,,,,,,,,,,39.7267,-105.024147,,,1660232945.208012
23,,,,,,,,,,,,,,reportStrongestCells,,,,,,,,,,,39.7267,-105.024147,,,1660232945.267687
24,,,,,,,,,,,,,,,,875.0,343.0,-66.24,,,,,,,39.7267,-105.024147,60.0,0.001,1660232945.3
