,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,34.057899,-118.236938,,,1659987093.0
1,,,,,,,,,,,,,,,,,,,,,,,,,34.057899,-118.236938,,,1659987093.345654
2,,,,,,,,,,,,,,,,1125.0,200.0,-61.06,,,,,,,34.057899,-118.236938,,,1659987093.4
3,,,,,,,,,,,,,,,,,,,,,,,,,34.057899,-118.236938,,,1659987093.6
4,,,,,,,,,,,,,,,,,,,,,,,,,34.057899,-118.236938,0.0,0.0,1659987093.7
5,,,,,,,,,,,,,,,,,,,,,,,,,34.057899,-118.236938,,,1659987094.0
6,,,,,,,,,,,,,,,,,,,,,,,,,34.057899,-118.236938,0.0,0.0,1659987094.2
7,,,,,,,,,,,,,,,,,,,,,,,,,34.057899,-118.236938,,,1659987094.5
8,,,,,,,,,,,,,,,,1125.0,200.0,-60.75,,,,,,,34.057899,-118.236938,0.0,0.0,1659987094.7
9,,,,,,,,,,,,,,,,,,,,,,,,,34.057899,-118.236938,,,1659987095.0
10,,,,,,,,,,,,,,,,,,,,,,,,,34.057899,-118.236938,0.0,0.0,1659987095.2
11,,,,,,,,,,,,,,,,,,,,,,,,,34.057899,-118.236938,0.0,0.0,1659987095.7
12,,,,,,,,,,,,,,,,1125.0,200.0,-61.69,,,,,,,34.057899,-118.236938,,,1659987096.0
