,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,42.200401,-72.940628,,,1660597803.0
1,,,,,,,,,,,,,,,,,,,,,,,,,42.200401,-72.940628,0.0,0.0,1660597803.8
2,,,,,,,,,,,,,,,,,,,,,,,,,42.200401,-72.940628,,,1660597803.850907
3,,,,,,,,,,,,,,,,,,,,,,,,,42.200401,-72.940628,,,1660597803.9
4,50.0,0.0,0.028,627.85,701.0,-132.84,,,,,,,,,,850.0,394.0,-109.69,,,,,,,42.200401,-72.940628,,,1660597804.0
5,,,,,,,,,,,,,,,,,,,,,,,,,42.200382,-72.940598,,,1660597804.1
6,,,,,,,,,,,,,,,,850.0,394.0,-111.63,,,,,,,42.200359,-72.940567,,,1660597804.2
7,0.0,0.0,0.168,627.85,701.0,-130.0,,,,,,,,,,,,,,,,,,,42.20034,-72.940536,0.0,0.0,1660597804.3
8,,,,,,,,,,,,,,,,,,,,,,,,,42.200321,-72.940506,,,1660597804.4
9,,,,,,,,,,,,,,,,850.0,394.0,-112.25,,,,,,,42.200302,-72.940475,,,1660597804.5
10,,,,627.85,701.0,-132.66,,,,,,,,,,,,,,,,,,,42.200279,-72.940453,,,1660597804.6
11,,,,,,,,,,,,,,,,,,,,,,,,,42.20026,-72.940422,,,1660597804.7
12,,,,,,,,,,,,,,,,,,,,,,,,,42.200241,-72.940392,0.0,0.0,1660597804.8
13,,,,,,,,,,,,,,,,850.0,394.0,-111.81,,,,,,,42.200218,-72.940361,,,1660597804.9
14,,,,,,,,,,,,,,,,,,,,,,,,,42.200199,-72.940331,,,1660597805.0
15,0.0,0.0,0.128,627.85,701.0,-131.14,,,,,,,,,,,,,,,,,,,42.20018,-72.9403,,,1660597805.1
16,,,,,,,,,,,,,,,,850.0,394.0,-115.63,,,,,,,42.200161,-72.940269,,,1660597805.2
17,,,,,,,,,,,,,,,,,,,,,,,,,42.200142,-72.940247,0.0,0.0,1660597805.3
18,,,,,,,,,,,,,,,,,,,,,,,,,42.200123,-72.940216,,,1660597805.4
19,,,,627.85,701.0,-149.41,,,,,,,,,,850.0,394.0,-113.44,,,,,,,42.200104,-72.940186,,,1660597805.5
20,,,,627.85,701.0,-136.85,,,,,,,,,,,,,,,,,,,42.200085,-72.940155,,,1660597805.6
21,,,,,,,,,,,,,,,,,,,,,,,,,42.200066,-72.940125,,,1660597805.7
22,,,,627.85,701.0,-134.38,,,,,,,,,,850.0,394.0,-114.13,,,,,,,42.200047,-72.940102,0.0,0.0,1660597805.8
23,,,,627.85,701.0,-130.41,,,,,,,,,,,,,,,,,,,42.200027,-72.940071,,,1660597805.9
24,,,,,,,,,,,,,,,,,,,,,,,,,42.200008,-72.940041,,,1660597806.0
25,,,,,,,,,,,,,,,,,,,,,,,,,42.199989,-72.94001,,,1660597806.1
26,,,,,,,,,,,,,,,,850.0,394.0,-111.81,,,,,,,42.19997,-72.93998,,,1660597806.2
27,0.0,0.0,0.168,627.85,701.0,-130.44,,,,,,,,,,,,,,,,,,,42.199947,-72.939957,0.0,0.0,1660597806.3
28,,,,,,,,,,,,,,,,850.0,394.0,-115.88,,,,,,,42.199928,-72.939926,,,1660597806.4
29,,,,627.85,701.0,-149.95,,,,,,,,,,850.0,394.0,-118.53,,,,,,,42.199909,-72.939896,,,1660597806.5
30,,,,,,,,,,,,,,,,850.0,394.0,-119.03,,,,,,,42.19989,-72.939865,,,1660597806.6
31,,,,627.85,701.0,-153.85,,,,,,,,,,,,,,,,,,,42.199871,-72.939835,,,1660597806.7
32,,,,,,,,,,,,,,,,850.0,394.0,-118.13,,,,,,,42.199848,-72.939812,0.0,0.0,1660597806.8
33,,,,627.85,701.0,-139.83,,,,,,,,,0.005,,,,,,,,,,42.19981,-72.939751,,,1660597807.0
34,,,,,,,,,,,,,,eventA3,,,,,,,,,,,42.199802,-72.939735,,,1660597807.044276
35,,,,,,,,,,,,,,,,850.0,394.0,-123.38,,63.64,,,,,42.199791,-72.93972,,,1660597807.1
36,,,,,,,,,,,,,,NR SCG Modification Attempt,,,,,,,,,,,42.199787,-72.93972,,,1660597807.112402
37,,,,,,,,,,,,,,,,850.0,394.0,-124.02,,,,,,,42.199772,-72.93969,,,1660597807.2
38,,,,,,,,,,,,,,NR SCG Modification Failure,,,,,,,,,,,42.19976,-72.939674,,,1660597807.258847
39,,,,,,,,,,,,,,synchReconfigFailureSCG,,,,,,,,,,,42.19976,-72.939674,,,1660597807.258847
40,,,,,,,,,,,,,,,,850.0,394.0,-120.81,8.78,77.78,,,,,42.199753,-72.939667,0.0,0.0,1660597807.3
41,,,,,,,,,,,,,,,,,,,,,,,,,42.199749,-72.939659,,,1660597807.317279
42,,,,,,,,,,,,,,,,,,,,,,,,,42.199745,-72.939651,,,1660597807.339602
43,,,,,,,,,,,,,,,,,,,,,,,,,42.199741,-72.939651,,,1660597807.354262
44,,,,,,,,,,,,,,,,,,,,,,,,,42.199741,-72.939644,,,1660597807.367529
45,,,,,,,,,,,,,,,,,,,,,,,,,42.199741,-72.939644,,,1660597807.367543
