,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.073,,,,,,,,,,41.144669,-95.91188,,,1660330983.0
1,,,,,,,,,,,,,,,,,,,,,,,,,41.144669,-95.91188,,,1660330983.510621
2,,,,,,,,,,,,,,RRC Setup Start,,,,,,,,,,,41.144669,-95.91188,,,1660330983.598297
3,,,,,,,,,,,,,,,,66786.0,382.0,-93.34,,,,,,,41.144669,-95.91188,130.0,0.002,1660330983.6
4,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,41.144669,-95.91188,,,1660330983.647621
5,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,41.144669,-95.91188,,,1660330983.656401
6,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,41.144669,-95.91188,,,1660330983.656414
7,,,,,,,,,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,41.144669,-95.91188,,,1660330983.661335
8,,,,,,,,,,,,,,Received RAR[True],,,,,,,,,,,41.144669,-95.91188,,,1660330983.661353
9,,,,,,,,,,,,,,RRC Setup Success,,,,,,,,,,,41.144669,-95.91188,,,1660330983.662224
10,,,,,,,,,,,,,,,,66786.0,382.0,-92.43,,,,,,,41.144669,-95.91188,,,1660330983.7
11,,,,,,,,,,,,,,,,,,,,,,,,,41.144669,-95.91188,,,1660330983.7
12,,,,,,,,,,,,,,reportStrongestCells,,,,,,,,,,,41.144669,-95.91188,,,1660330983.770577
13,,,,,,,,,,,,,,,,66786.0,382.0,-92.83,,0.0,,,,,41.144669,-95.91188,,,1660330983.8
14,,,,,,,,,,,,,,,,66786.0,382.0,-93.41,24.25,0.0,,,,,41.144669,-95.91188,,,1660330983.9
15,,,,2635.35,543.0,,,,,,,,,,0.017,66786.0,382.0,-91.62,,,,,,,41.144665,-95.91188,,,1660330984.0
16,,,,,,,,,,,,,,eventB1_NR_r15,,,,,,,,,,,41.144665,-95.91188,,,1660330984.006502
17,,,,,,,,,,,,,,NR SCG Addition Attempt	 ,,,,,,,,,,,41.144665,-95.91188,,,1660330984.040799
18,,,,,,,,,,,,,,NR SCG Addition Success	 ,,,,,,,,,,,41.144665,-95.91188,,,1660330984.056392
19,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,41.144665,-95.91188,,,1660330984.098299
20,0.0,5.5,0.15,,,,,,,,,,,,,66786.0,382.0,-92.1,,,,,,,41.144665,-95.91188,1156.0,0.018,1660330984.1
21,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,41.144665,-95.91188,,,1660330984.16776
22,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,41.144665,-95.91188,,,1660330984.16776
23,,,,,,,,,,,,,,PRACH: Msg4,,,,,,,,,,,41.144665,-95.91188,,,1660330984.16776
24,,,,,,,,,,,,,,PRACH: Msg4[Pass]			,,,,,,,,,,,41.144665,-95.91188,,,1660330984.16776
25,,,,,,,,,,,,,,,,,,,,,,,,,41.144665,-95.91188,,,1660330984.176242
26,,,,,,,,,,,,,,PRACH: Msg5,,,,,,,,,,,41.144665,-95.91188,,,1660330984.177076
27,0.0,13.14,0.209,2635.35,543.0,-75.8,,,,,,,,,,66786.0,382.0,-92.73,,0.0,,,,,41.144665,-95.91188,,,1660330984.2
28,0.0,12.93,0.126,,,,,,,,,,,,,66786.0,382.0,-91.74,26.88,,,,,,41.144665,-95.911888,,,1660330984.3
29,0.0,13.0,0.119,2635.35,543.0,-75.01,,,,,,,,,,66786.0,382.0,-92.33,,33.33,,,,,41.144665,-95.911888,,,1660330984.4
30,0.0,13.0,0.099,2635.35,543.0,-74.82,,,,,,,,,,66786.0,382.0,-92.41,,,,,,,41.144661,-95.911888,,,1660330984.5
31,0.0,13.0,0.111,,,,,,,,,,,,,66786.0,382.0,-92.29,,,,,,,41.144661,-95.911888,1730.0,0.028,1660330984.6
32,0.0,13.0,0.097,2635.35,543.0,-74.97,,,,,,,,,,66786.0,382.0,-92.06,,,,,,,41.144661,-95.911888,,,1660330984.7
33,0.0,12.93,0.123,,,,,,,,,,,,,66786.0,382.0,-91.96,,0.0,,,,,41.144661,-95.911888,,,1660330984.8
34,0.0,13.4,0.198,2635.35,543.0,-74.1,,,,,,,,,,66786.0,382.0,-92.0,,,,,,,41.144661,-95.911888,,,1660330984.9
35,0.0,13.92,0.173,2635.35,543.0,-73.44,,,,,,,,,0.0,,,,,,,,,,41.144661,-95.911888,,,1660330985.0
