1660576915765
PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=37 time=249 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=37 time=60.5 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=37 time=51.2 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=37 time=193 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=37 time=49.7 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=37 time=59.6 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=37 time=66.8 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=37 time=58.5 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=37 time=58.1 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=37 time=57.0 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=37 time=56.4 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=37 time=51.3 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=37 time=59.2 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=37 time=58.1 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=37 time=63.4 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=37 time=56.0 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=37 time=55.1 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=37 time=55.4 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=37 time=58.4 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=37 time=57.3 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=37 time=58.0 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=37 time=65.0 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=37 time=56.4 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=37 time=56.0 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=37 time=55.4 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=37 time=60.1 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=37 time=57.5 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=37 time=56.2 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=37 time=63.2 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=37 time=56.2 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=37 time=57.8 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=37 time=64.3 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=37 time=59.2 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=37 time=51.4 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=37 time=73.4 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=37 time=57.2 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=37 time=60.0 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=37 time=63.5 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=37 time=63.4 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=37 time=60.2 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=37 time=56.6 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=37 time=64.3 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=37 time=58.7 ms
