idx,size,avail,enc_fin,offload,inf,recv
0,2048000,1660499484461,1660499484461,1660499485203,44,1660499486096
17,2048000,1660499486161,1660499486161,1660499486165,44,1660499487097
27,2048000,1660499487161,1660499487161,1660499487165,44,1660499488277
39,2048000,1660499488361,1660499488361,1660499488366,44,1660499489473
51,2048000,1660499489561,1660499489561,1660499489566,44,1660499490844
64,2048000,1660499490861,1660499490861,1660499490865,44,1660499492106
77,2048000,1660499492161,1660499492161,1660499492166,44,1660499494160
97,2048000,1660499494161,1660499494161,1660499494166,44,1660499496096
117,2048000,1660499496162,1660499496162,1660499496165,44,1660499499142
147,2048000,1660499499161,1660499499161,1660499499166,44,1660499500811
164,2048000,1660499500861,1660499500861,1660499500866,44,1660499501866
175,2048000,1660499501961,1660499501961,1660499501965,44,1660499503132
