idx,size,avail,enc_fin,offload,inf,recv
0,2048000,1660011912905,1660011912905,1660011913249,44,1660011913605
8,2048000,1660011913706,1660011913706,1660011913832,44,1660011914133
13,2048000,1660011914205,1660011914205,1660011914207,44,1660011914624
18,2048000,1660011914705,1660011914705,1660011914708,44,1660011915124
23,2048000,1660011915205,1660011915205,1660011915206,44,1660011915583
27,2048000,1660011915605,1660011915605,1660011915606,44,1660011916003
31,2048000,1660011916005,1660011916005,1660011916007,44,1660011916406
36,2048000,1660011916505,1660011916505,1660011916507,44,1660011916913
41,2048000,1660011917005,1660011917005,1660011917006,44,1660011917416
46,2048000,1660011917505,1660011917505,1660011917507,44,1660011917913
51,2048000,1660011918005,1660011918005,1660011918006,44,1660011918415
56,2048000,1660011918505,1660011918505,1660011918507,44,1660011918924
61,2048000,1660011919005,1660011919005,1660011919006,44,1660011919433
66,2048000,1660011919505,1660011919505,1660011919508,44,1660011919934
71,2048000,1660011920005,1660011920005,1660011920006,44,1660011920444
76,2048000,1660011920505,1660011920505,1660011920506,44,1660011920918
81,2048000,1660011921005,1660011921005,1660011921006,44,1660011921413
86,2048000,1660011921505,1660011921505,1660011921507,44,1660011921883
90,2048000,1660011921905,1660011921905,1660011921907,44,1660011922323
95,2048000,1660011922405,1660011922405,1660011922406,44,1660011922794
99,2048000,1660011922804,1660011922804,1660011922806,44,1660011923184
103,2048000,1660011923205,1660011923205,1660011923206,44,1660011923583
107,2048000,1660011923605,1660011923605,1660011923606,44,1660011924059
112,2048000,1660011924105,1660011924105,1660011924106,44,1660011924475
116,2048000,1660011924505,1660011924505,1660011924507,44,1660011924873
120,2048000,1660011924905,1660011924905,1660011924907,44,1660011925283
124,2048000,1660011925305,1660011925305,1660011925306,44,1660011925734
129,2048000,1660011925805,1660011925805,1660011925806,44,1660011926204
133,2048000,1660011926205,1660011926205,1660011926207,44,1660011926575
137,2048000,1660011926605,1660011926605,1660011926606,44,1660011926973
141,2048000,1660011927005,1660011927005,1660011927006,44,1660011927413
146,2048000,1660011927505,1660011927505,1660011927507,44,1660011927884
150,2048000,1660011927905,1660011927905,1660011927907,44,1660011928306
155,2048000,1660011928405,1660011928405,1660011928407,44,1660011928799
159,2048000,1660011928804,1660011928804,1660011928806,44,1660011929273
164,2048000,1660011929305,1660011929305,1660011929306,44,1660011929823
170,2048000,1660011929905,1660011929905,1660011929908,44,1660011930374
175,2048000,1660011930405,1660011930405,1660011930407,44,1660011930831
180,2048000,1660011930905,1660011930905,1660011930907,44,1660011931309
185,2048000,1660011931405,1660011931405,1660011931407,44,1660011931793
189,2048000,1660011931805,1660011931805,1660011931806,44,1660011932174
193,2048000,1660011932205,1660011932205,1660011932206,44,1660011932623
