idx,size,avail,enc_fin,offload,inf,recv
0,2048000,1660171063309,1660171063309,1660171064068,44,1660171064653
14,2048000,1660171064708,1660171064708,1660171064883,44,1660171065425
22,2048000,1660171065508,1660171065508,1660171065510,44,1660171066285
30,2048000,1660171066308,1660171066308,1660171066313,44,1660171067149
39,2048000,1660171067208,1660171067208,1660171067529,44,1660171068204
49,2048000,1660171068208,1660171068208,1660171068212,44,1660171069860
66,2048000,1660171069908,1660171069908,1660171070611,44,1660171071812
86,2048000,1660171071908,1660171071908,1660171072230,44,1660171072794
95,2048000,1660171072808,1660171072808,1660171072812,44,1660171073812
106,2048000,1660171073908,1660171073908,1660171073912,44,1660171074914
117,2048000,1660171075008,1660171075008,1660171075012,44,1660171075827
126,2048000,1660171075908,1660171075908,1660171075911,44,1660171076723
135,2048000,1660171076808,1660171076808,1660171076812,44,1660171077525
143,2048000,1660171077608,1660171077608,1660171077611,44,1660171078346
151,2048000,1660171078408,1660171078408,1660171078750,44,1660171079326
161,2048000,1660171079408,1660171079408,1660171079412,44,1660171080151
169,2048000,1660171080208,1660171080208,1660171080211,44,1660171081167
179,2048000,1660171081208,1660171081208,1660171081213,44,1660171082265
