idx,size,avail,enc_fin,offload,inf,recv
0,51200,1660098210025,1660098210031,1660098210032,26,1660098210543
16,51200,1660098210558,1660098210564,1660098210565,26,1660098210904
27,51200,1660098210925,1660098210931,1660098210932,26,1660098211223
36,51200,1660098211225,1660098211231,1660098211232,26,1660098211544
46,51200,1660098211558,1660098211564,1660098211565,26,1660098211863
56,51200,1660098211891,1660098211898,1660098211898,26,1660098212150
64,51200,1660098212158,1660098212164,1660098212165,26,1660098212503
75,51200,1660098212525,1660098212531,1660098212532,26,1660098212773
83,51200,1660098212791,1660098212798,1660098212798,26,1660098213063
92,51200,1660098213092,1660098213098,1660098213099,26,1660098213384
101,51200,1660098213391,1660098213398,1660098213399,26,1660098213644
109,51200,1660098213658,1660098213664,1660098213665,26,1660098213983
119,51200,1660098213991,1660098213998,1660098213998,26,1660098214343
130,51200,1660098214358,1660098214364,1660098214365,26,1660098214663
140,51200,1660098214691,1660098214698,1660098214698,26,1660098214979
149,51200,1660098214991,1660098214998,1660098214998,26,1660098215344
160,51200,1660098215358,1660098215364,1660098215365,26,1660098215864
176,51200,1660098215891,1660098215898,1660098215898,26,1660098216184
185,51200,1660098216191,1660098216198,1660098216198,26,1660098216504
195,51200,1660098216525,1660098216531,1660098216532,26,1660098216823
204,51200,1660098216824,1660098216831,1660098216831,26,1660098217064
212,51200,1660098217091,1660098217098,1660098217098,26,1660098217383
221,51200,1660098217391,1660098217398,1660098217398,26,1660098217704
231,51200,1660098217724,1660098217731,1660098217732,26,1660098218001
240,51200,1660098218024,1660098218031,1660098218032,26,1660098218344
250,51200,1660098218358,1660098218364,1660098218365,26,1660098218664
260,51200,1660098218691,1660098218698,1660098218698,26,1660098219024
270,51200,1660098219024,1660098219031,1660098219032,26,1660098219343
280,51200,1660098219358,1660098219364,1660098219365,26,1660098219663
290,51200,1660098219691,1660098219698,1660098219698,26,1660098219984
299,51200,1660098219991,1660098219998,1660098219998,26,1660098220383
311,51200,1660098220391,1660098220398,1660098220398,26,1660098220664
320,51200,1660098220691,1660098220698,1660098220698,26,1660098220943
328,51200,1660098220958,1660098220964,1660098220965,26,1660098221303
339,51200,1660098221324,1660098221331,1660098221331,26,1660098221624
348,51200,1660098221624,1660098221631,1660098221631,26,1660098221891
357,51200,1660098221924,1660098221931,1660098221932,26,1660098222193
366,51200,1660098222225,1660098222231,1660098222232,26,1660098222584
377,51200,1660098222591,1660098222597,1660098222598,26,1660098222853
385,51200,1660098222858,1660098222864,1660098222865,26,1660098223132
394,51200,1660098223158,1660098223164,1660098223165,26,1660098223463
404,51200,1660098223491,1660098223498,1660098223498,26,1660098223783
413,51200,1660098223791,1660098223797,1660098223798,26,1660098224104
423,51200,1660098224124,1660098224131,1660098224132,26,1660098224543
436,51200,1660098224558,1660098224564,1660098224565,26,1660098224943
448,51200,1660098224958,1660098224964,1660098224965,26,1660098225303
459,51200,1660098225324,1660098225331,1660098225332,26,1660098225663
470,51200,1660098225691,1660098225697,1660098225698,26,1660098226001
480,51200,1660098226024,1660098226031,1660098226032,26,1660098226313
489,51200,1660098226324,1660098226331,1660098226331,26,1660098226668
500,51200,1660098226691,1660098226698,1660098226698,26,1660098226984
509,51200,1660098226991,1660098226997,1660098226998,26,1660098227271
518,51200,1660098227291,1660098227297,1660098227298,26,1660098227624
528,51200,1660098227624,1660098227631,1660098227632,26,1660098227945
538,51200,1660098227958,1660098227964,1660098227965,26,1660098228263
548,51200,1660098228291,1660098228297,1660098228298,26,1660098228663
560,51200,1660098228691,1660098228697,1660098228698,26,1660098228992
570,51200,1660098229024,1660098229031,1660098229031,26,1660098229344
580,51200,1660098229358,1660098229364,1660098229365,26,1660098229705
