idx,size,avail,enc_fin,offload,inf,recv
0,51200,1660342848646,1660342848652,1660342848653,26,1660342848969
10,51200,1660342848980,1660342848987,1660342848987,26,1660342849187
17,51200,1660342849213,1660342849219,1660342849220,26,1660342849427
24,51200,1660342849448,1660342849454,1660342849454,26,1660342849697
32,51200,1660342849712,1660342849719,1660342849719,26,1660342849918
39,51200,1660342849946,1660342849952,1660342849953,26,1660342850188
47,51200,1660342850213,1660342850219,1660342850220,26,1660342850457
55,51200,1660342850479,1660342850485,1660342850486,26,1660342850707
62,51200,1660342850712,1660342850719,1660342850719,26,1660342850937
69,51200,1660342850946,1660342850952,1660342850952,26,1660342851247
79,51200,1660342851279,1660342851286,1660342851286,26,1660342851566
88,51200,1660342851579,1660342851585,1660342851586,26,1660342851817
96,51200,1660342851846,1660342851852,1660342851853,26,1660342852118
105,51200,1660342852146,1660342852152,1660342852153,26,1660342852497
116,51200,1660342852512,1660342852519,1660342852519,26,1660342852847
127,51200,1660342852879,1660342852885,1660342852886,26,1660342853099
134,51200,1660342853112,1660342853119,1660342853119,26,1660342853446
145,51200,1660342853479,1660342853485,1660342853486,26,1660342853738
153,51200,1660342853746,1660342853752,1660342853753,26,1660342854047
163,51200,1660342854079,1660342854085,1660342854086,26,1660342854307
170,51200,1660342854312,1660342854319,1660342854320,26,1660342854579
178,51200,1660342854579,1660342854585,1660342854586,26,1660342854797
185,51200,1660342854812,1660342854819,1660342854819,26,1660342855147
196,51200,1660342855179,1660342855185,1660342855186,26,1660342855487
206,51200,1660342855512,1660342855519,1660342855519,26,1660342855757
214,51200,1660342855779,1660342855785,1660342855786,26,1660342856055
223,51200,1660342856079,1660342856085,1660342856086,26,1660342856405
233,51200,1660342856412,1660342856419,1660342856419,26,1660342856650
241,51200,1660342856679,1660342856685,1660342856686,26,1660342856896
248,51200,1660342856912,1660342856919,1660342856919,26,1660342857217
258,51200,1660342857246,1660342857252,1660342857253,26,1660342857477
265,51200,1660342857479,1660342857485,1660342857486,26,1660342857707
272,51200,1660342857712,1660342857719,1660342857719,26,1660342858015
282,51200,1660342858046,1660342858052,1660342858053,26,1660342858328
291,51200,1660342858346,1660342858352,1660342858353,26,1660342858577
298,51200,1660342858579,1660342858585,1660342858586,26,1660342858837
306,51200,1660342858846,1660342858852,1660342858853,26,1660342859117
315,51200,1660342859146,1660342859152,1660342859153,26,1660342859457
325,51200,1660342859479,1660342859485,1660342859486,26,1660342859757
334,51200,1660342859779,1660342859785,1660342859786,26,1660342860047
343,51200,1660342860079,1660342860085,1660342860086,26,1660342860317
351,51200,1660342860346,1660342860352,1660342860353,26,1660342860594
359,51200,1660342860612,1660342860619,1660342860620,26,1660342860925
369,51200,1660342860946,1660342860952,1660342860953,26,1660342861147
376,51200,1660342861179,1660342861185,1660342861186,26,1660342861418
384,51200,1660342861446,1660342861452,1660342861453,26,1660342861707
392,51200,1660342861712,1660342861719,1660342861719,26,1660342861967
400,51200,1660342861979,1660342861985,1660342861986,26,1660342862205
407,51200,1660342862212,1660342862219,1660342862219,26,1660342862459
415,51200,1660342862479,1660342862485,1660342862486,26,1660342862747
424,51200,1660342862779,1660342862785,1660342862786,26,1660342862997
431,51200,1660342863012,1660342863019,1660342863019,26,1660342863258
439,51200,1660342863279,1660342863285,1660342863286,26,1660342863497
446,51200,1660342863512,1660342863519,1660342863519,26,1660342863827
456,51200,1660342863845,1660342863852,1660342863853,26,1660342864077
463,51200,1660342864079,1660342864085,1660342864086,26,1660342864317
471,51200,1660342864346,1660342864352,1660342864353,26,1660342864618
480,51200,1660342864646,1660342864652,1660342864653,26,1660342864877
487,51200,1660342864879,1660342864885,1660342864886,26,1660342865107
494,51200,1660342865112,1660342865119,1660342865119,26,1660342865387
503,51200,1660342865412,1660342865419,1660342865419,26,1660342865707
512,51200,1660342865712,1660342865719,1660342865719,26,1660342865937
519,51200,1660342865945,1660342865952,1660342865953,26,1660342866217
528,51200,1660342866246,1660342866252,1660342866253,26,1660342866537
537,51200,1660342866545,1660342866552,1660342866553,26,1660342866796
545,51200,1660342866812,1660342866819,1660342866819,26,1660342867087
554,51200,1660342867112,1660342867119,1660342867119,26,1660342867386
563,51200,1660342867412,1660342867419,1660342867419,26,1660342867657
571,51200,1660342867679,1660342867685,1660342867686,26,1660342867949
580,51200,1660342867979,1660342867985,1660342867986,26,1660342868227
588,51200,1660342868246,1660342868252,1660342868253,26,1660342868488
