TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,5G KPI PCell RF Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving BandWidth(DL),5G KPI PCell RF BandWidth,LTE KPI PCell DL MCS0,5G KPI PCell Layer1 DL MCS (Avg),LTE KPI PDSCH BLER[%],5G KPI PCell Layer1 DL BLER [%],LTE KPI PCell Serving RSRP[dBm],5G KPI PCell RF Serving SS-RSRP [dBm],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],LTE KPI PCell UL MCS,5G KPI PCell Layer1 UL MCS (Avg),LTE KPI PUSCH BLER[%],5G KPI PCell Layer1 UL BLER [%],Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-09 01:16:12.000000,34.50679,-117.332947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09 01:16:12.063987,34.50679,-117.332947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09 01:16:12.100000,34.50679,-117.332947,,,873.85,,,494.0,,,,,,0.03,,,,,,,,,,,10.0,,0.0,,-84.59,,,,,,,0.095,,,,,,,,,12.0,,0.0,
2022-08-09 01:16:12.200000,34.50679,-117.332947,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,602.0
2022-08-09 01:16:12.300000,34.50679,-117.332947,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09 01:16:12.500000,34.50679,-117.332947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09 01:16:12.600000,34.50679,-117.332947,,,873.85,850.0,192.0,494.0,,,,,,0.0,,,,,,,,20.0,,,,,,-89.69,-84.1,,,,,,,,,,,,,,,,,,,
2022-08-09 01:16:12.700000,34.50679,-117.332947,,,873.85,850.0,192.0,494.0,,,,,,0.0,,,,,,,,20.0,,,,,,-88.56,-83.63,,,,,,,0.432,,,,,,,,,5.0,,0.0,
2022-08-09 01:16:12.800000,34.50679,-117.332947,0.001,,,,,,,,,,,0.078,,,,,,,,,,,18.0,,0.0,,,0.001,,,,,,0.052,,,,,,,,,11.0,,0.0,72.0
2022-08-09 01:16:13.000000,34.50679,-117.332947,,,873.85,850.0,192.0,494.0,0.0,,,,,0.0,,,,,,,,20.0,,,,,,-86.5,-83.48,,,,,,,0.432,,,,,,,,,5.0,,0.0,
2022-08-09 01:16:13.200000,34.50679,-117.332939,0.0,,873.85,850.0,192.0,494.0,,,,,,0.0,,,,,,,,20.0,,,,,,-87.25,-84.21,0.0,,,,,,,,,,,,,,,,,,0.0
2022-08-09 01:16:13.300000,34.50679,-117.332939,,,873.85,850.0,192.0,494.0,,,,,,0.0,,,,,,,,20.0,,,,,,-88.29,-80.47,,,,,,,0.224,,,,,,,,,1.0,,0.0,
