idx,size,avail,enc_fin,offload,inf,recv
0,51200,1660348796419,1660348796426,1660348796426,26,1660348797136
22,51200,1660348797153,1660348797159,1660348797160,26,1660348797559
35,51200,1660348797586,1660348797592,1660348797593,26,1660348798255
56,51200,1660348798286,1660348798292,1660348798293,26,1660348798840
73,51200,1660348798853,1660348798859,1660348798860,26,1660348799376
89,51200,1660348799386,1660348799392,1660348799393,26,1660348799776
101,51200,1660348799786,1660348799792,1660348799793,26,1660348800180
113,51200,1660348800186,1660348800192,1660348800193,26,1660348800617
126,51200,1660348800619,1660348800626,1660348800627,26,1660348801059
140,51200,1660348801086,1660348801092,1660348801093,26,1660348801529
154,51200,1660348801553,1660348801559,1660348801560,26,1660348801917
165,51200,1660348801919,1660348801926,1660348801926,26,1660348802280
176,51200,1660348802286,1660348802292,1660348802293,26,1660348802697
189,51200,1660348802719,1660348802726,1660348802726,26,1660348803136
202,51200,1660348803153,1660348803159,1660348803160,26,1660348803537
214,51200,1660348803552,1660348803559,1660348803560,26,1660348804015
228,51200,1660348804019,1660348804026,1660348804026,26,1660348804349
238,51200,1660348804352,1660348804359,1660348804360,26,1660348804723
250,51200,1660348804752,1660348804759,1660348804760,26,1660348805109
261,51200,1660348805119,1660348805126,1660348805126,26,1660348805429
271,51200,1660348805453,1660348805459,1660348805460,26,1660348805759
281,51200,1660348805786,1660348805792,1660348805793,26,1660348806141
292,51200,1660348806152,1660348806159,1660348806160,26,1660348806439
301,51200,1660348806452,1660348806459,1660348806460,26,1660348806747
310,51200,1660348806752,1660348806759,1660348806760,26,1660348807136
322,51200,1660348807153,1660348807159,1660348807160,26,1660348807430
331,51200,1660348807452,1660348807459,1660348807460,26,1660348807775
341,51200,1660348807786,1660348807792,1660348807793,26,1660348808177
353,51200,1660348808186,1660348808192,1660348808193,26,1660348808464
362,51200,1660348808486,1660348808492,1660348808493,26,1660348808809
372,51200,1660348808819,1660348808826,1660348808826,26,1660348809148
382,51200,1660348809152,1660348809159,1660348809160,26,1660348809494
393,51200,1660348809519,1660348809526,1660348809526,26,1660348809808
402,51200,1660348809819,1660348809825,1660348809826,26,1660348810117
411,51200,1660348810119,1660348810125,1660348810126,26,1660348810379
419,51200,1660348810386,1660348810392,1660348810393,26,1660348810641
427,51200,1660348810652,1660348810659,1660348810660,26,1660348810941
436,51200,1660348810952,1660348810959,1660348810960,26,1660348811189
444,51200,1660348811219,1660348811226,1660348811226,26,1660348811484
452,51200,1660348811486,1660348811492,1660348811493,26,1660348811775
461,51200,1660348811786,1660348811792,1660348811793,26,1660348812029
469,51200,1660348812052,1660348812059,1660348812059,26,1660348812319
478,51200,1660348812353,1660348812359,1660348812360,26,1660348812619
487,51200,1660348812652,1660348812659,1660348812660,26,1660348812919
496,51200,1660348812952,1660348812959,1660348812960,26,1660348813216
504,51200,1660348813219,1660348813225,1660348813226,26,1660348813538
514,51200,1660348813552,1660348813559,1660348813560,26,1660348813855
524,51200,1660348813886,1660348813892,1660348813893,26,1660348814129
532,51200,1660348814152,1660348814159,1660348814160,26,1660348814410
540,51200,1660348814419,1660348814425,1660348814426,26,1660348814699
549,51200,1660348814719,1660348814725,1660348814726,26,1660348815056
560,51200,1660348815086,1660348815092,1660348815093,26,1660348815319
568,51200,1660348815352,1660348815359,1660348815359,26,1660348815617
576,51200,1660348815619,1660348815625,1660348815626,26,1660348815935
586,51200,1660348815952,1660348815959,1660348815960,26,1660348816219
