PING 54.176.53.206 (54.176.53.206) 38(66) bytes of data.
46 bytes from 54.176.53.206: icmp_seq=1 ttl=44 time=117 ms
46 bytes from 54.176.53.206: icmp_seq=2 ttl=44 time=108 ms
46 bytes from 54.176.53.206: icmp_seq=3 ttl=44 time=197 ms
46 bytes from 54.176.53.206: icmp_seq=4 ttl=44 time=86.0 ms
46 bytes from 54.176.53.206: icmp_seq=5 ttl=44 time=122 ms
46 bytes from 54.176.53.206: icmp_seq=6 ttl=44 time=92.3 ms
46 bytes from 54.176.53.206: icmp_seq=7 ttl=44 time=123 ms
46 bytes from 54.176.53.206: icmp_seq=8 ttl=44 time=86.5 ms
46 bytes from 54.176.53.206: icmp_seq=9 ttl=44 time=105 ms
46 bytes from 54.176.53.206: icmp_seq=10 ttl=44 time=89.6 ms
46 bytes from 54.176.53.206: icmp_seq=11 ttl=44 time=118 ms
46 bytes from 54.176.53.206: icmp_seq=12 ttl=44 time=189 ms
46 bytes from 54.176.53.206: icmp_seq=13 ttl=44 time=95.8 ms
46 bytes from 54.176.53.206: icmp_seq=14 ttl=44 time=82.5 ms
46 bytes from 54.176.53.206: icmp_seq=15 ttl=44 time=90.1 ms
46 bytes from 54.176.53.206: icmp_seq=16 ttl=44 time=87.9 ms
46 bytes from 54.176.53.206: icmp_seq=17 ttl=44 time=71.4 ms
46 bytes from 54.176.53.206: icmp_seq=18 ttl=44 time=140 ms
46 bytes from 54.176.53.206: icmp_seq=19 ttl=44 time=101 ms
46 bytes from 54.176.53.206: icmp_seq=20 ttl=44 time=96.5 ms
46 bytes from 54.176.53.206: icmp_seq=21 ttl=44 time=108 ms
46 bytes from 54.176.53.206: icmp_seq=22 ttl=44 time=95.6 ms
46 bytes from 54.176.53.206: icmp_seq=23 ttl=44 time=113 ms
46 bytes from 54.176.53.206: icmp_seq=24 ttl=44 time=100 ms
46 bytes from 54.176.53.206: icmp_seq=25 ttl=44 time=88.5 ms
46 bytes from 54.176.53.206: icmp_seq=26 ttl=44 time=94.5 ms
46 bytes from 54.176.53.206: icmp_seq=27 ttl=44 time=119 ms
46 bytes from 54.176.53.206: icmp_seq=28 ttl=44 time=75.6 ms
46 bytes from 54.176.53.206: icmp_seq=29 ttl=44 time=124 ms
46 bytes from 54.176.53.206: icmp_seq=30 ttl=44 time=109 ms
46 bytes from 54.176.53.206: icmp_seq=31 ttl=44 time=96.2 ms
46 bytes from 54.176.53.206: icmp_seq=32 ttl=44 time=110 ms
46 bytes from 54.176.53.206: icmp_seq=33 ttl=44 time=98.2 ms
46 bytes from 54.176.53.206: icmp_seq=34 ttl=44 time=119 ms
46 bytes from 54.176.53.206: icmp_seq=35 ttl=44 time=117 ms
46 bytes from 54.176.53.206: icmp_seq=36 ttl=44 time=135 ms
46 bytes from 54.176.53.206: icmp_seq=37 ttl=44 time=156 ms
46 bytes from 54.176.53.206: icmp_seq=38 ttl=44 time=140 ms
46 bytes from 54.176.53.206: icmp_seq=39 ttl=44 time=125 ms
46 bytes from 54.176.53.206: icmp_seq=40 ttl=44 time=131 ms
46 bytes from 54.176.53.206: icmp_seq=41 ttl=44 time=155 ms
46 bytes from 54.176.53.206: icmp_seq=42 ttl=44 time=159 ms
46 bytes from 54.176.53.206: icmp_seq=43 ttl=44 time=128 ms
46 bytes from 54.176.53.206: icmp_seq=44 ttl=44 time=184 ms
46 bytes from 54.176.53.206: icmp_seq=45 ttl=44 time=125 ms
46 bytes from 54.176.53.206: icmp_seq=46 ttl=44 time=147 ms
46 bytes from 54.176.53.206: icmp_seq=47 ttl=44 time=154 ms
46 bytes from 54.176.53.206: icmp_seq=48 ttl=44 time=135 ms
46 bytes from 54.176.53.206: icmp_seq=49 ttl=44 time=2389 ms
46 bytes from 54.176.53.206: icmp_seq=53 ttl=44 time=1565 ms
46 bytes from 54.176.53.206: icmp_seq=54 ttl=44 time=1432 ms
46 bytes from 54.176.53.206: icmp_seq=56 ttl=44 time=1050 ms
46 bytes from 54.176.53.206: icmp_seq=57 ttl=44 time=877 ms
46 bytes from 54.176.53.206: icmp_seq=58 ttl=44 time=890 ms
46 bytes from 54.176.53.206: icmp_seq=59 ttl=44 time=683 ms
46 bytes from 54.176.53.206: icmp_seq=60 ttl=44 time=475 ms
46 bytes from 54.176.53.206: icmp_seq=62 ttl=44 time=324 ms
46 bytes from 54.176.53.206: icmp_seq=63 ttl=44 time=162 ms
46 bytes from 54.176.53.206: icmp_seq=64 ttl=44 time=185 ms
46 bytes from 54.176.53.206: icmp_seq=65 ttl=44 time=149 ms
46 bytes from 54.176.53.206: icmp_seq=66 ttl=44 time=150 ms
46 bytes from 54.176.53.206: icmp_seq=67 ttl=44 time=372 ms
46 bytes from 54.176.53.206: icmp_seq=68 ttl=44 time=178 ms
46 bytes from 54.176.53.206: icmp_seq=69 ttl=44 time=197 ms
46 bytes from 54.176.53.206: icmp_seq=70 ttl=44 time=504 ms
46 bytes from 54.176.53.206: icmp_seq=71 ttl=44 time=406 ms
46 bytes from 54.176.53.206: icmp_seq=72 ttl=44 time=198 ms
46 bytes from 54.176.53.206: icmp_seq=73 ttl=44 time=58.8 ms
46 bytes from 54.176.53.206: icmp_seq=74 ttl=44 time=64.6 ms
46 bytes from 54.176.53.206: icmp_seq=75 ttl=44 time=60.4 ms
46 bytes from 54.176.53.206: icmp_seq=76 ttl=44 time=91.3 ms
46 bytes from 54.176.53.206: icmp_seq=77 ttl=44 time=74.1 ms
46 bytes from 54.176.53.206: icmp_seq=78 ttl=44 time=81.4 ms
46 bytes from 54.176.53.206: icmp_seq=79 ttl=44 time=58.5 ms
46 bytes from 54.176.53.206: icmp_seq=80 ttl=44 time=65.4 ms
46 bytes from 54.176.53.206: icmp_seq=81 ttl=44 time=67.4 ms
46 bytes from 54.176.53.206: icmp_seq=82 ttl=44 time=62.2 ms
46 bytes from 54.176.53.206: icmp_seq=83 ttl=44 time=59.7 ms
46 bytes from 54.176.53.206: icmp_seq=84 ttl=44 time=51.9 ms
46 bytes from 54.176.53.206: icmp_seq=85 ttl=44 time=72.3 ms
46 bytes from 54.176.53.206: icmp_seq=86 ttl=44 time=74.5 ms
46 bytes from 54.176.53.206: icmp_seq=87 ttl=44 time=71.5 ms
46 bytes from 54.176.53.206: icmp_seq=88 ttl=44 time=64.2 ms
46 bytes from 54.176.53.206: icmp_seq=89 ttl=44 time=66.6 ms
46 bytes from 54.176.53.206: icmp_seq=90 ttl=44 time=69.2 ms
46 bytes from 54.176.53.206: icmp_seq=91 ttl=44 time=69.5 ms
46 bytes from 54.176.53.206: icmp_seq=92 ttl=44 time=67.3 ms
46 bytes from 54.176.53.206: icmp_seq=93 ttl=44 time=56.3 ms
46 bytes from 54.176.53.206: icmp_seq=94 ttl=44 time=65.2 ms
46 bytes from 54.176.53.206: icmp_seq=95 ttl=44 time=63.5 ms
46 bytes from 54.176.53.206: icmp_seq=96 ttl=44 time=65.4 ms
46 bytes from 54.176.53.206: icmp_seq=97 ttl=44 time=70.5 ms
46 bytes from 54.176.53.206: icmp_seq=98 ttl=44 time=52.7 ms
46 bytes from 54.176.53.206: icmp_seq=99 ttl=44 time=70.4 ms
46 bytes from 54.176.53.206: icmp_seq=100 ttl=44 time=70.3 ms

--- 54.176.53.206 ping statistics ---
100 packets transmitted, 95 received, 5% packet loss, time 19966ms
rtt min/avg/max/mdev = 51.935/207.534/2389.272/343.168 ms, pipe 12
