,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
0,2022-08-10 23:12:49.000000,-105.238823,40.80983,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-10 23:12:49.599398,-105.238823,40.80983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-08-10 23:12:49.600000,-105.238823,40.80983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,Band 2,875.0,18875.0,15.0,15.0,-125.87,-16.48,-89.11,,,-21.9,-1.02,3.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41465.0,NonCA,,Band 2,,,,,
3,2022-08-10 23:12:49.700000,-105.238823,40.80983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,Band 2,875.0,18875.0,15.0,15.0,-125.03,-14.75,-90.63,,,-19.92,0.08,4.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41465.0,NonCA,,Band 2,,,,,
4,2022-08-10 23:12:49.800000,-105.238823,40.80983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,Band 2,875.0,18875.0,15.0,15.0,-123.81,-15.86,-89.21,,,-29.08,0.33,4.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41465.0,NonCA,,Band 2,,,,,
5,2022-08-10 23:12:49.900000,-105.238823,40.80983,,,,,,,,,,,3.0,38.0,199.0,32.0,4.0,80.0,2.0,30.0,6.0,2.0,293.0,31.0,9.0,45.0,310.0,34.0,,,,,,221.0,Band 2,875.0,18875.0,15.0,15.0,-122.66,-14.35,-89.54,,,-16.45,0.84,4.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41465.0,NonCA,,Band 2,0.0,0.0,0.0,0.0,
6,2022-08-10 23:12:50.000000,-105.238823,40.80983,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,221.0,Band 2,875.0,18875.0,15.0,15.0,-122.12,-14.14,-89.22,,23.0,-23.5,1.55,4.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,5.5,,,QPSK,,1.4,0.2,0.2,0.0,0.03,,,0.004,0.003,0.004,0.002,,1.4,0.2,0.03,,,0.004,0.003,0.004,0.002,0.0,,0.0,,41465.0,NonCA,NonCA,Band 2,,,,,0.0
7,2022-08-10 23:12:50.100000,-105.238823,40.80983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,Band 2,875.0,18875.0,15.0,15.0,-121.55,-14.44,-88.35,,,-16.45,1.25,4.67,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41465.0,NonCA,,Band 2,,,,,
8,2022-08-10 23:12:50.200000,-105.238823,40.80983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,Band 2,875.0,18875.0,15.0,15.0,-121.7,-13.9,-89.06,23.0,,-23.5,1.43,4.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41465.0,NonCA,,Band 2,,,,,
9,2022-08-10 23:12:50.300000,-105.238823,40.80983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,Band 2,875.0,18875.0,15.0,15.0,-121.9,-14.25,-88.9,,23.0,-16.45,1.19,4.67,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,41465.0,NonCA,,Band 2,,,,,
