idx,size,avail,enc_fin,offload,inf,recv
0,460800,1660183464728,1660183464728,1660183464729,25,1660183466165
44,460800,1660183466191,1660183466191,1660183466193,25,1660183467284
77,460800,1660183467291,1660183467291,1660183467485,25,1660183468445
112,460800,1660183468458,1660183468458,1660183468461,25,1660183469364
140,460800,1660183469391,1660183469391,1660183469396,25,1660183470563
176,460800,1660183470591,1660183470591,1660183470596,25,1660183471763
212,460800,1660183471791,1660183471791,1660183471796,25,1660183472966
248,460800,1660183472991,1660183472991,1660183472996,25,1660183474163
284,460800,1660183474191,1660183474191,1660183474194,25,1660183475443
322,460800,1660183475458,1660183475458,1660183475462,25,1660183476404
351,460800,1660183476424,1660183476424,1660183476427,25,1660183477523
384,460800,1660183477524,1660183477524,1660183477527,25,1660183478692
420,460800,1660183478724,1660183478724,1660183478729,25,1660183479844
454,460800,1660183479858,1660183479858,1660183479862,25,1660183480735
481,460800,1660183480758,1660183480758,1660183480762,25,1660183481603
507,460800,1660183481624,1660183481624,1660183481626,25,1660183482969
548,460800,1660183482991,1660183482991,1660183482994,25,1660183484244
