idx,size,avail,enc_fin,offload,inf,recv
0,460800,1660494088062,1660494088062,1660494088064,25,1660494088649
18,460800,1660494088657,1660494088657,1660494088658,25,1660494089090
31,460800,1660494089091,1660494089091,1660494089093,25,1660494089537
45,460800,1660494089558,1660494089558,1660494089560,25,1660494090248
66,460800,1660494090258,1660494090258,1660494090260,25,1660494090820
83,460800,1660494090824,1660494090824,1660494090826,25,1660494091342
99,460800,1660494091358,1660494091358,1660494091359,25,1660494091977
118,460800,1660494091991,1660494091991,1660494091995,25,1660494092612
137,460800,1660494092624,1660494092624,1660494092628,25,1660494093313
158,460800,1660494093324,1660494093324,1660494093380,25,1660494094017
179,460800,1660494094024,1660494094024,1660494094028,25,1660494094777
202,460800,1660494094791,1660494094791,1660494094795,25,1660494095496
224,460800,1660494095524,1660494095524,1660494095529,25,1660494097097
272,460800,1660494097124,1660494097124,1660494097129,25,1660494098020
299,460800,1660494098024,1660494098024,1660494098029,25,1660494099128
333,460800,1660494099157,1660494099157,1660494099162,25,1660494099897
356,460800,1660494099924,1660494099924,1660494099928,25,1660494100739
381,460800,1660494100757,1660494100757,1660494100762,25,1660494101271
397,460800,1660494101291,1660494101291,1660494101294,25,1660494102096
422,460800,1660494102124,1660494102124,1660494102128,25,1660494102929
447,460800,1660494102957,1660494102957,1660494102962,25,1660494103448
462,460800,1660494103457,1660494103457,1660494103461,25,1660494104096
482,460800,1660494104124,1660494104124,1660494104128,25,1660494104937
507,460800,1660494104957,1660494104957,1660494104962,25,1660494105777
532,460800,1660494105791,1660494105791,1660494105795,25,1660494106417
551,460800,1660494106424,1660494106424,1660494106428,25,1660494107016
569,460800,1660494107024,1660494107024,1660494107027,25,1660494107552
