idx,size,avail,enc_fin,offload,inf,recv
0,51200,1659989364920,1659989364927,1659989364927,26,1659989365109
6,51200,1659989365119,1659989365126,1659989365126,26,1659989365238
10,51200,1659989365254,1659989365261,1659989365261,26,1659989365367
14,51200,1659989365386,1659989365392,1659989365393,26,1659989365528
19,51200,1659989365553,1659989365559,1659989365561,26,1659989365658
23,51200,1659989365686,1659989365693,1659989365694,26,1659989365778
26,51200,1659989365786,1659989365792,1659989365793,26,1659989365926
31,51200,1659989365953,1659989365959,1659989365960,26,1659989366067
35,51200,1659989366086,1659989366093,1659989366093,26,1659989366188
39,51200,1659989366219,1659989366226,1659989366226,26,1659989366378
44,51200,1659989366386,1659989366392,1659989366393,26,1659989366478
47,51200,1659989366486,1659989366492,1659989366493,26,1659989366588
51,51200,1659989366619,1659989366626,1659989366627,26,1659989366778
56,51200,1659989366786,1659989366792,1659989366793,26,1659989366878
59,51200,1659989366886,1659989366892,1659989366893,26,1659989366987
63,51200,1659989367019,1659989367026,1659989367026,26,1659989367184
68,51200,1659989367186,1659989367192,1659989367193,26,1659989367288
72,51200,1659989367319,1659989367326,1659989367326,26,1659989367418
75,51200,1659989367419,1659989367426,1659989367426,26,1659989367557
80,51200,1659989367586,1659989367593,1659989367593,26,1659989367688
84,51200,1659989367719,1659989367726,1659989367727,26,1659989367818
87,51200,1659989367819,1659989367826,1659989367826,26,1659989367977
92,51200,1659989367986,1659989367992,1659989367993,26,1659989368078
95,51200,1659989368086,1659989368092,1659989368093,26,1659989368178
98,51200,1659989368186,1659989368192,1659989368193,26,1659989368327
103,51200,1659989368353,1659989368359,1659989368360,26,1659989368457
107,51200,1659989368486,1659989368492,1659989368493,26,1659989368588
111,51200,1659989368619,1659989368626,1659989368627,26,1659989368777
116,51200,1659989368786,1659989368792,1659989368793,26,1659989368888
120,51200,1659989368919,1659989368926,1659989368927,26,1659989369007
123,51200,1659989369019,1659989369026,1659989369026,26,1659989369157
128,51200,1659989369186,1659989369192,1659989369193,26,1659989369298
132,51200,1659989369319,1659989369326,1659989369327,26,1659989369408
135,51200,1659989369419,1659989369426,1659989369426,26,1659989369565
140,51200,1659989369586,1659989369593,1659989369593,26,1659989369678
143,51200,1659989369686,1659989369692,1659989369693,26,1659989369778
146,51200,1659989369786,1659989369792,1659989369793,26,1659989369928
151,51200,1659989369953,1659989369959,1659989369960,26,1659989370048
154,51200,1659989370053,1659989370059,1659989370060,26,1659989370147
157,51200,1659989370153,1659989370159,1659989370160,26,1659989370308
162,51200,1659989370319,1659989370326,1659989370327,26,1659989370428
166,51200,1659989370453,1659989370459,1659989370460,26,1659989370548
169,51200,1659989370553,1659989370559,1659989370560,26,1659989370708
174,51200,1659989370719,1659989370726,1659989370726,26,1659989370808
177,51200,1659989370819,1659989370826,1659989370826,26,1659989370918
180,51200,1659989370919,1659989370926,1659989370928,26,1659989371074
185,51200,1659989371086,1659989371092,1659989371093,26,1659989371206
189,51200,1659989371219,1659989371226,1659989371226,26,1659989371318
192,51200,1659989371319,1659989371326,1659989371326,26,1659989371458
197,51200,1659989371486,1659989371492,1659989371493,26,1659989371588
201,51200,1659989371619,1659989371626,1659989371626,26,1659989371728
205,51200,1659989371753,1659989371759,1659989371760,26,1659989371907
210,51200,1659989371920,1659989371926,1659989371927,26,1659989372018
213,51200,1659989372019,1659989372026,1659989372026,26,1659989372108
216,51200,1659989372119,1659989372126,1659989372126,26,1659989372257
221,51200,1659989372286,1659989372293,1659989372293,26,1659989372398
225,51200,1659989372419,1659989372426,1659989372426,26,1659989372528
229,51200,1659989372553,1659989372559,1659989372560,26,1659989372697
234,51200,1659989372719,1659989372726,1659989372726,26,1659989372828
238,51200,1659989372853,1659989372859,1659989372860,26,1659989372948
241,51200,1659989372953,1659989372959,1659989372960,26,1659989373106
246,51200,1659989373119,1659989373126,1659989373126,26,1659989373208
249,51200,1659989373219,1659989373226,1659989373226,26,1659989373319
252,51200,1659989373319,1659989373326,1659989373326,26,1659989373467
257,51200,1659989373486,1659989373492,1659989373493,26,1659989373578
260,51200,1659989373586,1659989373592,1659989373593,26,1659989373677
263,51200,1659989373686,1659989373692,1659989373693,26,1659989373818
267,51200,1659989373819,1659989373826,1659989373826,26,1659989373907
270,51200,1659989373919,1659989373926,1659989373926,26,1659989374028
274,51200,1659989374053,1659989374059,1659989374060,26,1659989374207
279,51200,1659989374219,1659989374226,1659989374226,26,1659989374318
