TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,5G KPI PCell RF Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving BandWidth(DL),5G KPI PCell RF BandWidth,LTE KPI PCell DL MCS0,5G KPI PCell Layer1 DL MCS (Avg),LTE KPI PDSCH BLER[%],5G KPI PCell Layer1 DL BLER [%],LTE KPI PCell Serving RSRP[dBm],5G KPI PCell RF Serving SS-RSRP [dBm],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],LTE KPI PCell UL MCS,5G KPI PCell Layer1 UL MCS (Avg),LTE KPI PUSCH BLER[%],5G KPI PCell Layer1 UL BLER [%],Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-10 01:55:01.828750,38.385929,-112.660118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 01:55:02.000000,38.385929,-112.660118,,,,,,,0.165,,,,,,,,,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,
2022-08-10 01:55:02.100000,38.385929,-112.660118,,,,5230.0,258.0,,,,,,,,,,,,,,,10.0,,,,,,-101.97,,,,,,,,,,,,,,,,,,,,
2022-08-10 01:55:02.200000,38.385929,-112.660118,0.0,,,5230.0,258.0,,,,,,,,,,,,,,,10.0,,4.0,,0.0,,-102.38,,0.017,,,,,,,,,,,,,,,,0.0,,1035.0
2022-08-10 01:55:02.300000,38.385929,-112.660118,,,,5230.0,258.0,,,,,,,,,,,,,,,10.0,,,,,,-102.96,,,,,,,,,,,,,,,,,,,,
2022-08-10 01:55:02.400000,38.38596,-112.66011,,,,5230.0,258.0,,,,,,,,,,,,,,,10.0,,,,,,-102.63,,,,,,,,,,,,,,,,,,,,
2022-08-10 01:55:02.500000,38.38599,-112.660103,,,,5230.0,258.0,,,,,,,,,,,,,,,10.0,,6.25,,0.0,,-102.41,,,,,,,,,,,,,,,,,,,,
2022-08-10 01:55:02.600000,38.386021,-112.660095,,,,5230.0,258.0,,,,,,,,,,,,,,,10.0,,,,,,-102.78,,,,,,,,,,,,,,,,,,,,
2022-08-10 01:55:02.700000,38.386051,-112.660088,0.031,,,5230.0,258.0,,,,,,,,,,,,,,,10.0,,,,,,-103.31,,0.002,,,,,,,,,,,,,,,,,,144.0
2022-08-10 01:55:03.000000,38.386139,-112.660065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,
2022-08-10 01:55:03.100000,38.386169,-112.660057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 01:55:03.200000,38.3862,-112.660049,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2022-08-10 01:55:03.300000,38.38623,-112.660042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
