idx,size,avail,enc_fin,offload,inf,recv
0,51200,1660191384051,1660191384057,1660191384058,26,1660191384339
9,51200,1660191384354,1660191384360,1660191384361,26,1660191384518
15,51200,1660191384552,1660191384559,1660191384560,26,1660191384748
21,51200,1660191384751,1660191384757,1660191384758,26,1660191384919
27,51200,1660191384952,1660191384959,1660191384960,26,1660191385130
33,51200,1660191385153,1660191385160,1660191385161,26,1660191385369
40,51200,1660191385385,1660191385392,1660191385393,26,1660191385559
46,51200,1660191385586,1660191385593,1660191385594,26,1660191385749
51,51200,1660191385751,1660191385759,1660191385760,26,1660191385960
58,51200,1660191385984,1660191385991,1660191385992,26,1660191386148
63,51200,1660191386151,1660191386157,1660191386158,26,1660191386308
68,51200,1660191386317,1660191386324,1660191386325,26,1660191386518
75,51200,1660191386551,1660191386557,1660191386558,26,1660191386737
81,51200,1660191386751,1660191386757,1660191386758,26,1660191386918
87,51200,1660191386951,1660191386957,1660191386958,26,1660191387118
93,51200,1660191387151,1660191387157,1660191387158,26,1660191387338
99,51200,1660191387351,1660191387357,1660191387361,26,1660191387527
105,51200,1660191387551,1660191387557,1660191387558,26,1660191387768
112,51200,1660191387784,1660191387791,1660191387791,26,1660191387968
118,51200,1660191387984,1660191387990,1660191387991,26,1660191388157
124,51200,1660191388184,1660191388190,1660191388191,26,1660191388388
131,51200,1660191388418,1660191388424,1660191388425,26,1660191388589
137,51200,1660191388617,1660191388624,1660191388625,26,1660191388787
143,51200,1660191388817,1660191388824,1660191388824,26,1660191389027
150,51200,1660191389051,1660191389057,1660191389058,26,1660191389227
156,51200,1660191389251,1660191389257,1660191389258,26,1660191389428
162,51200,1660191389451,1660191389457,1660191389458,26,1660191389667
169,51200,1660191389684,1660191389691,1660191389691,26,1660191389857
175,51200,1660191389884,1660191389891,1660191389891,26,1660191390057
181,51200,1660191390084,1660191390091,1660191390091,26,1660191390298
188,51200,1660191390317,1660191390324,1660191390325,26,1660191390489
194,51200,1660191390517,1660191390524,1660191390525,26,1660191390687
200,51200,1660191390717,1660191390724,1660191390724,26,1660191390928
207,51200,1660191390951,1660191390957,1660191390958,26,1660191391137
213,51200,1660191391151,1660191391157,1660191391158,26,1660191391318
219,51200,1660191391351,1660191391358,1660191391359,26,1660191391537
225,51200,1660191391551,1660191391557,1660191391558,26,1660191391768
232,51200,1660191391784,1660191391791,1660191391791,26,1660191391962
238,51200,1660191391984,1660191391990,1660191391991,26,1660191392157
244,51200,1660191392184,1660191392190,1660191392191,26,1660191392408
251,51200,1660191392417,1660191392424,1660191392425,26,1660191392587
257,51200,1660191392617,1660191392624,1660191392625,26,1660191392778
262,51200,1660191392784,1660191392790,1660191392791,26,1660191392998
269,51200,1660191393017,1660191393024,1660191393025,26,1660191393213
275,51200,1660191393217,1660191393224,1660191393224,26,1660191393388
281,51200,1660191393417,1660191393424,1660191393425,26,1660191393628
288,51200,1660191393651,1660191393657,1660191393658,26,1660191393828
294,51200,1660191393851,1660191393857,1660191393858,26,1660191394038
300,51200,1660191394051,1660191394057,1660191394058,26,1660191394270
307,51200,1660191394284,1660191394290,1660191394291,26,1660191394472
313,51200,1660191394484,1660191394490,1660191394491,26,1660191394658
319,51200,1660191394684,1660191394691,1660191394691,26,1660191394898
326,51200,1660191394917,1660191394924,1660191394925,26,1660191395087
332,51200,1660191395117,1660191395124,1660191395124,26,1660191395288
338,51200,1660191395317,1660191395324,1660191395324,26,1660191395528
345,51200,1660191395551,1660191395557,1660191395558,26,1660191395728
351,51200,1660191395751,1660191395757,1660191395758,26,1660191395928
357,51200,1660191395951,1660191395957,1660191395958,26,1660191396171
364,51200,1660191396184,1660191396190,1660191396191,26,1660191396357
370,51200,1660191396384,1660191396391,1660191396391,26,1660191396557
376,51200,1660191396584,1660191396591,1660191396591,26,1660191396787
383,51200,1660191396817,1660191396824,1660191396825,26,1660191396988
389,51200,1660191397017,1660191397024,1660191397024,26,1660191397178
394,51200,1660191397184,1660191397190,1660191397191,26,1660191397398
401,51200,1660191397417,1660191397424,1660191397425,26,1660191397578
406,51200,1660191397584,1660191397590,1660191397591,26,1660191397768
412,51200,1660191397784,1660191397790,1660191397791,26,1660191397999
419,51200,1660191398017,1660191398024,1660191398024,26,1660191398198
425,51200,1660191398217,1660191398224,1660191398224,26,1660191398379
430,51200,1660191398384,1660191398390,1660191398391,26,1660191398609
437,51200,1660191398617,1660191398624,1660191398624,26,1660191398781
442,51200,1660191398784,1660191398790,1660191398791,26,1660191398957
448,51200,1660191398984,1660191398990,1660191398991,26,1660191399208
455,51200,1660191399217,1660191399224,1660191399224,26,1660191399379
460,51200,1660191399384,1660191399390,1660191399391,26,1660191399558
466,51200,1660191399584,1660191399590,1660191399591,26,1660191399798
473,51200,1660191399817,1660191399824,1660191399824,26,1660191399987
479,51200,1660191400017,1660191400024,1660191400024,26,1660191400188
485,51200,1660191400217,1660191400224,1660191400224,26,1660191400418
492,51200,1660191400451,1660191400457,1660191400458,26,1660191400638
498,51200,1660191400651,1660191400657,1660191400658,26,1660191400817
504,51200,1660191400851,1660191400857,1660191400858,26,1660191401038
510,51200,1660191401051,1660191401057,1660191401058,26,1660191401227
516,51200,1660191401251,1660191401257,1660191401258,26,1660191401467
523,51200,1660191401484,1660191401490,1660191401491,26,1660191401657
529,51200,1660191401684,1660191401690,1660191401691,26,1660191401858
535,51200,1660191401884,1660191401890,1660191401891,26,1660191402098
542,51200,1660191402117,1660191402124,1660191402124,26,1660191402288
548,51200,1660191402317,1660191402324,1660191402324,26,1660191402498
554,51200,1660191402517,1660191402524,1660191402524,26,1660191402727
561,51200,1660191402751,1660191402757,1660191402758,26,1660191402917
567,51200,1660191402951,1660191402957,1660191402958,26,1660191403127
573,51200,1660191403151,1660191403157,1660191403158,26,1660191403331
579,51200,1660191403351,1660191403357,1660191403358,26,1660191403573
586,51200,1660191403584,1660191403590,1660191403591,26,1660191403787
593,51200,1660191403817,1660191403824,1660191403824,26,1660191403978
