idx,size,avail,enc_fin,offload,inf,recv
0,460800,1660356091276,1660356091276,1660356091277,25,1660356092669
42,460800,1660356092676,1660356092676,1660356092678,25,1660356095116
116,460800,1660356095143,1660356095143,1660356095146,25,1660356095910
140,460800,1660356095943,1660356095943,1660356095945,25,1660356097475
186,460800,1660356097476,1660356097476,1660356097478,25,1660356098189
208,460800,1660356098210,1660356098210,1660356098213,25,1660356098951
231,460800,1660356098976,1660356098976,1660356098980,25,1660356100514
278,460800,1660356100543,1660356100543,1660356100545,25,1660356103110
356,460800,1660356103143,1660356103143,1660356103146,25,1660356103829
377,460800,1660356103843,1660356103843,1660356103845,25,1660356104593
400,460800,1660356104610,1660356104610,1660356104612,25,1660356105194
418,460800,1660356105210,1660356105210,1660356105212,25,1660356105830
437,460800,1660356105843,1660356105843,1660356105844,25,1660356106596
460,460800,1660356106609,1660356106609,1660356106611,25,1660356107270
480,460800,1660356107276,1660356107276,1660356107279,25,1660356108229
509,460800,1660356108243,1660356108243,1660356108245,25,1660356109190
538,460800,1660356109209,1660356109209,1660356109211,25,1660356109789
556,460800,1660356109809,1660356109809,1660356109811,25,1660356110390
574,460800,1660356110409,1660356110409,1660356110412,25,1660356111109
