TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,5G KPI PCell RF Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving BandWidth(DL),5G KPI PCell RF BandWidth,LTE KPI PCell DL MCS0,5G KPI PCell Layer1 DL MCS (Avg),LTE KPI PDSCH BLER[%],5G KPI PCell Layer1 DL BLER [%],LTE KPI PCell Serving RSRP[dBm],5G KPI PCell RF Serving SS-RSRP [dBm],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],LTE KPI PCell UL MCS,5G KPI PCell Layer1 UL MCS (Avg),LTE KPI PUSCH BLER[%],5G KPI PCell Layer1 UL BLER [%],Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-12 20:13:50.000000,41.494968,-94.681618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,
2022-08-12 20:13:50.888475,41.494968,-94.681618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 20:13:50.900000,41.494968,-94.681618,0.0,,626.45,676.0,363.0,83.0,,,,,,0.0,,,,,,,,15.0,,,,,,-114.97,-105.59,0.016,,,,,,0.0,,,,,,,,4.58,,0.0,,1002.0
2022-08-12 20:13:51.000000,41.494953,-94.68158,,,626.45,676.0,363.0,83.0,0.209,,,,,0.0,,,,,,,,15.0,,,,,,-114.72,-106.13,,0.019,,,,,0.007,,,,,,,,1.75,0.0,0.0,80.0,
2022-08-12 20:13:51.100000,41.494938,-94.681541,,,,676.0,363.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-115.09,,,,,,,,,,,,,,,,2.62,,27.27,,
2022-08-12 20:13:51.200000,41.494923,-94.681503,,,,676.0,363.0,,,,,,,0.002,,,,,,,,15.0,,10.33,0.0,0.0,0.0,-116.08,,,,,,,,0.0,,,,,,,,,,,,
2022-08-12 20:13:51.300000,41.494907,-94.681465,,,626.45,676.0,363.0,83.0,,,,,,0.0,,,,,,,,15.0,,,,,,-115.93,-106.66,,,,,,,,,,,,,,,,,,,
2022-08-12 20:13:51.400000,41.494896,-94.681427,0.054,,,676.0,363.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-116.61,,0.022,,,,,,0.0,,,,,,,,,,,,1366.0
2022-08-12 20:13:51.500000,41.494881,-94.681389,,,626.45,676.0,363.0,83.0,,,,,,0.001,,,,,,,,15.0,,,0.0,,0.0,-117.08,-108.72,,,,,,,0.018,,,,,,,,,0.0,,0.0,
2022-08-12 20:13:51.600000,41.494865,-94.681351,,,,676.0,363.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-117.5,,,,,,,,,,,,,,,,,,33.33,,
2022-08-12 20:13:51.700000,41.49485,-94.681313,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2022-08-12 20:13:51.800000,41.494835,-94.681274,,,626.45,676.0,363.0,83.0,,,,,,0.0,,,,,,,,15.0,,,,,,-118.7,-109.21,,,,,,,0.0,,,,,,,,4.18,,,,
