idx,size,avail,enc_fin,offload,inf,recv
0,460800,1660519804986,1660519804986,1660519804987,25,1660519805672
21,460800,1660519805686,1660519805686,1660519805688,25,1660519805967
30,460800,1660519805987,1660519805987,1660519805989,25,1660519806221
38,460800,1660519806253,1660519806253,1660519806255,25,1660519806581
48,460800,1660519806586,1660519806586,1660519806588,25,1660519806871
57,460800,1660519806886,1660519806886,1660519806888,25,1660519807100
64,460800,1660519807119,1660519807119,1660519807120,25,1660519807466
75,460800,1660519807486,1660519807486,1660519807488,25,1660519807681
81,460800,1660519807686,1660519807686,1660519807687,25,1660519807976
90,460800,1660519807986,1660519807986,1660519807989,25,1660519808256
99,460800,1660519808286,1660519808286,1660519808288,25,1660519808501
106,460800,1660519808519,1660519808519,1660519808521,25,1660519808736
113,460800,1660519808753,1660519808753,1660519808754,25,1660519809057
123,460800,1660519809086,1660519809086,1660519809088,25,1660519809366
132,460800,1660519809386,1660519809386,1660519809389,25,1660519809606
139,460800,1660519809619,1660519809619,1660519809621,25,1660519809941
149,460800,1660519809952,1660519809952,1660519809954,25,1660519810131
155,460800,1660519810153,1660519810153,1660519810155,25,1660519810451
164,460800,1660519810453,1660519810453,1660519810455,25,1660519810701
172,460800,1660519810719,1660519810719,1660519810722,24,1660519811020
182,460800,1660519811053,1660519811053,1660519811055,25,1660519812914
238,460800,1660519812919,1660519812919,1660519812922,25,1660519813252
248,460800,1660519813253,1660519813253,1660519813255,25,1660519813511
256,460800,1660519813519,1660519813519,1660519813521,25,1660519814002
271,460800,1660519814019,1660519814019,1660519814022,25,1660519814312
280,460800,1660519814319,1660519814319,1660519814322,25,1660519814672
291,460800,1660519814686,1660519814686,1660519814689,25,1660519814952
299,460800,1660519814952,1660519814952,1660519814954,25,1660519815242
308,460800,1660519815252,1660519815252,1660519815255,25,1660519815507
316,460800,1660519815519,1660519815519,1660519815521,25,1660519815842
326,460800,1660519815853,1660519815853,1660519815856,25,1660519816192
337,460800,1660519816219,1660519816219,1660519816222,25,1660519816492
346,460800,1660519816519,1660519816519,1660519816522,25,1660519816815
355,460800,1660519816819,1660519816819,1660519816822,25,1660519817147
365,460800,1660519817152,1660519817152,1660519817155,25,1660519817472
375,460800,1660519817486,1660519817486,1660519817489,25,1660519817912
388,460800,1660519817919,1660519817919,1660519817922,25,1660519818326
401,460800,1660519818352,1660519818352,1660519818354,25,1660519818967
420,460800,1660519818986,1660519818986,1660519818989,25,1660519819567
438,460800,1660519819586,1660519819586,1660519819590,25,1660519820207
457,460800,1660519820219,1660519820219,1660519820222,25,1660519820847
476,460800,1660519820852,1660519820852,1660519820856,25,1660519821527
497,460800,1660519821553,1660519821553,1660519821647,25,1660519822207
517,460800,1660519822219,1660519822219,1660519822222,25,1660519822687
532,460800,1660519822719,1660519822719,1660519822721,25,1660519823207
547,460800,1660519823219,1660519823219,1660519823221,25,1660519823767
564,460800,1660519823786,1660519823786,1660519823788,25,1660519824127
575,460800,1660519824152,1660519824152,1660519824154,25,1660519824567
588,460800,1660519824586,1660519824586,1660519824588,25,1660519824927
