idx,size,avail,enc_fin,offload,inf,recv
0,460800,1659985258823,1659985258823,1659985258824,25,1659985259379
17,460800,1659985259386,1659985259386,1659985259387,25,1659985259621
25,460800,1659985259653,1659985259653,1659985259654,25,1659985259858
32,460800,1659985259886,1659985259886,1659985259888,25,1659985260176
41,460800,1659985260186,1659985260186,1659985260188,25,1659985260418
48,460800,1659985260419,1659985260419,1659985260421,25,1659985260656
56,460800,1659985260686,1659985260686,1659985260688,25,1659985260984
65,460800,1659985260986,1659985260986,1659985260987,25,1659985261255
74,460800,1659985261286,1659985261286,1659985261287,25,1659985261538
82,460800,1659985261552,1659985261552,1659985261554,25,1659985261844
91,460800,1659985261853,1659985261853,1659985261854,25,1659985262178
101,460800,1659985262186,1659985262186,1659985262187,25,1659985262418
108,460800,1659985262419,1659985262419,1659985262420,25,1659985262818
120,460800,1659985262819,1659985262819,1659985262821,25,1659985263057
128,460800,1659985263086,1659985263086,1659985263088,25,1659985263378
137,460800,1659985263386,1659985263386,1659985263388,25,1659985263712
147,460800,1659985263719,1659985263719,1659985263720,25,1659985264017
156,460800,1659985264019,1659985264019,1659985264021,25,1659985264338
166,460800,1659985264352,1659985264352,1659985264354,25,1659985264644
175,460800,1659985264652,1659985264652,1659985264654,25,1659985264875
182,460800,1659985264886,1659985264886,1659985264888,25,1659985265138
190,460800,1659985265152,1659985265152,1659985265154,25,1659985265538
202,460800,1659985265552,1659985265552,1659985265554,25,1659985265858
212,460800,1659985265886,1659985265886,1659985265888,25,1659985266135
220,460800,1659985266152,1659985266152,1659985266154,25,1659985266436
229,460800,1659985266452,1659985266452,1659985266454,25,1659985266737
238,460800,1659985266752,1659985266752,1659985266754,25,1659985266978
245,460800,1659985266986,1659985266986,1659985266987,25,1659985267215
252,460800,1659985267219,1659985267219,1659985267221,25,1659985267496
261,460800,1659985267519,1659985267519,1659985267521,25,1659985267736
268,460800,1659985267752,1659985267752,1659985267754,25,1659985268018
276,460800,1659985268019,1659985268019,1659985268021,25,1659985268255
284,460800,1659985268286,1659985268286,1659985268287,25,1659985268535
292,460800,1659985268552,1659985268552,1659985268554,25,1659985268817
300,460800,1659985268819,1659985268819,1659985268821,25,1659985269096
309,460800,1659985269119,1659985269119,1659985269121,25,1659985269335
316,460800,1659985269352,1659985269352,1659985269355,25,1659985269636
325,460800,1659985269652,1659985269652,1659985269654,25,1659985269937
334,460800,1659985269952,1659985269952,1659985269954,25,1659985270215
342,460800,1659985270219,1659985270219,1659985270220,25,1659985270476
350,460800,1659985270486,1659985270486,1659985270488,25,1659985270738
358,460800,1659985270752,1659985270752,1659985270754,25,1659985271057
368,460800,1659985271086,1659985271086,1659985271088,25,1659985271378
377,460800,1659985271386,1659985271386,1659985271388,25,1659985271596
384,460800,1659985271619,1659985271619,1659985271621,25,1659985271904
393,460800,1659985271919,1659985271919,1659985271920,25,1659985272276
404,460800,1659985272286,1659985272286,1659985272287,25,1659985272535
412,460800,1659985272552,1659985272552,1659985272554,25,1659985272817
420,460800,1659985272819,1659985272819,1659985272821,25,1659985273135
430,460800,1659985273152,1659985273152,1659985273154,25,1659985273457
440,460800,1659985273486,1659985273486,1659985273487,25,1659985273736
448,460800,1659985273752,1659985273752,1659985273754,25,1659985274047
457,460800,1659985274052,1659985274052,1659985274055,25,1659985274295
465,460800,1659985274319,1659985274319,1659985274321,25,1659985274582
473,460800,1659985274586,1659985274586,1659985274587,25,1659985274916
483,460800,1659985274919,1659985274919,1659985274921,25,1659985275217
492,460800,1659985275219,1659985275219,1659985275220,25,1659985275457
500,460800,1659985275486,1659985275486,1659985275487,25,1659985275783
509,460800,1659985275786,1659985275786,1659985275788,25,1659985276017
516,460800,1659985276019,1659985276019,1659985276020,25,1659985276257
524,460800,1659985276286,1659985276286,1659985276287,25,1659985276576
533,460800,1659985276586,1659985276586,1659985276587,25,1659985276818
540,460800,1659985276819,1659985276819,1659985276821,25,1659985277057
548,460800,1659985277086,1659985277086,1659985277087,25,1659985277384
557,460800,1659985277386,1659985277386,1659985277388,25,1659985277631
565,460800,1659985277652,1659985277652,1659985277654,25,1659985277937
574,460800,1659985277952,1659985277952,1659985277954,25,1659985278204
582,460800,1659985278219,1659985278219,1659985278220,25,1659985278497
591,460800,1659985278519,1659985278519,1659985278521,25,1659985278775
